StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
ANDHRA PRADESH,SRIKAKULAM,NANDIGAM,NA,HORTICULTURE,Condiments and Spices,Ginger,Government Schemes,ginger informatiom,"contact horticulture research station chinthapalli,vishakapattanam dist ph no;08937235244",2018-05-19T11:44:50.567,2018,5
ANDHRA PRADESH,KURNOOL,TUGGALI,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,ground nut leaf eating caterpiller management ;,RECOMMENDED TO SPRAY  CHLORPYRIFOS  500 ML/200 LITRES OF WATER / ACRE,2018-05-19T11:51:24.397,2018,5
ANDHRA PRADESH,NELLORE,ATMAKUR,NA,AGRICULTURE,Others,Others,Government Schemes,SERICULTURE CONTACT NUMBER,"SERICULTURE CONTACT NUMBER;040-23541547,040-24015011",2018-05-19T12:02:25.757,2018,5
ANDHRA PRADESH,ANANTPUR,HINDUPUR,NA,HORTICULTURE,Fruits,Banana,	Plant Protection	,BANANA LEAF EATING CATERPILLARS MANAGEMENT,RECOMMENDED TO SPRAY  CHLORPYRIFOS  500 ML/200 LITRES OF WATER / ACRE,2018-05-20T18:15:19.163,2018,5
ANDHRA PRADESH,KURNOOL,VELDURTHI,JAYAD,AGRICULTURE,Millets,Maize (Makka),Sowing Time and Weather,MAIZE SOWING TIME,RECOMMENDED MAIZE SOWING TIME ;JUNE -JULY,2018-05-20T21:38:50.22,2018,5
ANDHRA PRADESH,NELLORE,NAIDUPETA,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,GROUND NUT ROOT ROT MANAGEMENT,RECOMMENDED TO SPRAY MANCOZEB 3 GM / LIT OF WATER,2018-05-19T16:21:53.47,2018,5
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,NA,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,sucking pest in brinjal management,RECOMMENDED TO SPRAY DIMETHOATE  400 ML /200 LITRES OF WATER /ACRE,2018-05-19T16:26:27.587,2018,5
ANDHRA PRADESH,0   ,0   ,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Agriculture Mechanization,cotton powdary mildew management:,RECOMMENDED TO SPRAY PROFENOFOS  400 ML/200 LITRES OF WATER /  ACRE,2018-05-19T16:41:03.653,2018,5
ANDHRA PRADESH,CHITTOOR,BUCHINADIDU KHANDRIGA,JAYAD,HORTICULTURE,Plantation Crops,Coconut,	Plant Protection	,Rhinoceros beetle: Oryctes rhinoceros,"Recommended Chemical Method:
The topmost three leaf axils around the spindle may be filled with any of the following mixtures as a prophylactic measure:
(a) Sevidol 8G 25 g + fine sand 200 g, which is to be done thrice in a year in April-May, September-October and December-January. 
(b) For seedlings, apply Naphthalene balls 10.5 g (approx. three to four balls) covered with fine sand, once in 45 days.",2018-05-19T16:43:34.46,2018,5
ANDHRA PRADESH,0   ,0   ,JAYAD,HORTICULTURE,Fruits,Mango,	Plant Protection	,ABOUT FRUIT FLY MANAGEMENT IN MANGO,RECOMMENDED TO SPRAY 2ML MALATHION/LIT OF WATER,2018-05-19T16:44:24.29,2018,5
ANDHRA PRADESH,ANANTPUR,GOOTY,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,WEATHER REPORT : Sunny to partly cloudy; very warm,2018-05-19T17:37:24.04,2018,5
ANDHRA PRADESH,0   ,0   ,NA,HORTICULTURE,Vegetables,Brinjal,Agriculture Mechanization,BRINJAL FRUIT AND SHOOT BORER MANAGEMENT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS /200 LITRES OF WATER / ACRE,2018-05-20T14:57:55.973,2018,5
ANDHRA PRADESH,WEST GODAVARI,KALLA,NA,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,PADDY VARIETIES,"PADDY VARIETIES:PRABHATH,INDRA",2018-05-20T15:30:10.663,2018,5
ANDHRA PRADESH,VIZIANAGARM,KOMARADA,NA,HORTICULTURE,Fruits,Banana,Agriculture Mechanization,BANANA FRUIT ROT MANAGEMENT,RECOMMENDED TO SPRAY CARBENDAZIM   200  GRAMS/  200 LITRES OF WATER /ACRE,2018-05-20T15:35:00.48,2018,5
ANDHRA PRADESH,KRISHNA,CHATRAI,NA,HORTICULTURE,Vegetables,Cucumber,	Plant Protection	,anthacnose in cucumber,RECOMMENDED  TO DRENCH  COPPER OXY CHLORIDE  3 GRAMS / 1 LITRE OF WATER,2018-05-20T15:35:38.787,2018,5
ANDHRA PRADESH,VIZIANAGARM,KOMARADA,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,"WEATHER REPORT	
Mostly cloudy with a couple of showers and a thunderstorm",2018-05-20T16:19:02.673,2018,5
ANDHRA PRADESH,0   ,0   ,NA,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,management of brinjal leaf blight,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE  600  GM /200 LITRES OF WATER / ACRE,2018-05-20T16:33:44.16,2018,5
ANDHRA PRADESH,VISAKHAPATNAM,BUTCHAYYAPETA,NA,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),	Plant Protection	,FRUIT AND SHOOT BORER IN BHENDI MANAGEMENT,RECOMMENDED TO SPRAY FLUBENDIAMIDE  40 ML /200 LITRES OF WATER / ACRE,2018-05-20T16:42:55.607,2018,5
ANDHRA PRADESH,KURNOOL,KOSIGI,NA,HORTICULTURE,Vegetables,Watermelon,Fertilizer Use and Availability,watermelon fertilizer management,RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 1  KG/ACRE IN 200 LT WATER,2018-05-20T16:54:38.983,2018,5
ANDHRA PRADESH,Y S R ,SRI AVADUTHA KASINAYANA,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,cotton nutrient management,RECOMMENDED TO SPRAY 13 ;0;45 POTASSIUM NITRATE  5 GRAMS/1 LITRE OF WATER,2018-05-20T17:09:00.773,2018,5
ANDHRA PRADESH,0   ,0   ,NA,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Varieties,red gram variety name,"red gram variety name : lrg-30,lrg-38, lrg-41 and wrg-27",2018-05-20T17:31:35.387,2018,5
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,NA,HORTICULTURE,Fruits,Mango,Agriculture Mechanization,mango hopper management ;,RECOMMENDED TO SPRAY THIAMETHOXAM 40 GRAMS /200 LITERS OF WATER / ACRE,2018-05-21T11:47:00.543,2018,5
ANDHRA PRADESH,KURNOOL,GONEGANDLA,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,"WEATHER REPORT 
MOSTLY SUNNY , NO CHANCES TO FALL RAIN IN YOUR AREA.",2018-05-21T12:20:54.513,2018,5
ANDHRA PRADESH,SRIKAKULAM,GANGUVARISIGADAM,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT :,MOSTLY CLOUDY WEATHER OCCURS IN YOUR AREA,2018-05-21T12:34:59.403,2018,5
ANDHRA PRADESH,KURNOOL,DHONE ALIAS DRONACHALAM,JAYAD,HORTICULTURE,Fruits,Papaya,	Plant Protection	,management of papaya mosoic virus,RECOMMENDED TO SPRAY DIMETHOATE  400 ML /200 LITRES OF WATER /ACRE,2018-05-21T13:39:36.17,2018,5
ANDHRA PRADESH,CHITTOOR,GANGAVARAM,NA,HORTICULTURE,Vegetables,Ribbed Gourd (Kali Tori),	Plant Protection	,leaf folding in ridge gourd,RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML /200 LITRES OF WATER / ACRE,2018-05-21T14:09:06.15,2018,5
ANDHRA PRADESH,CHITTOOR,K.V.B.PURAM,NA,AGRICULTURE,Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),Seeds,pearl millet seed availability,pearl millet seed availability: 9704157788,2018-05-21T14:17:51.89,2018,5
ANDHRA PRADESH,ANANTPUR,PAMIDI,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT:,"WEATHER REPORT:
CLOUDY WEATHER OCCUR.THERE IS NO CHANCE OF RAIN IN YOUR AREA.",2018-05-22T10:04:03.82,2018,5
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,NA,HORTICULTURE,Vegetables,Brinjal,Agriculture Mechanization,BRINJAL SUCKING PEST MANAGEMENT,RECOMMENDED TO SPRAY ACEPHATE @ 300 GRAMS  /200 LITERS OF WATER /ACRE,2018-05-19T19:44:18.717,2018,5
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,NA,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,	Plant Protection	,sucking pest in sesamum management,RECOMMENDED TO SPRAY  CHLORPYRIFOS  500 ML/200 LITRES OF WATER / ACRE,2018-05-19T20:57:34.64,2018,5
ANDHRA PRADESH,WEST GODAVARI,NIDADAVOLE,JAYAD,AGRICULTURE,Others,Others,Weather,weather report,today there is  chance of rainfall in your area,2018-05-20T08:46:22.343,2018,5
ANDHRA PRADESH,NELLORE,BUTCHIREDDIPALEM,NA,AGRICULTURE,Others,Others,Organic Farming,Waste decomposer uses,"Waste decomposer application 1000 liter per acre changes biological and physical properties of all type of soil (acidic, and alkaline) within 21 days of application and it helps to generate earthworm population in the soil upto 4 lakh in 1 acre land in just six months.",2018-05-20T08:49:09.813,2018,5
ANDHRA PRADESH,ANANTPUR,PEDDAVADUGUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Varieties,varieties in cotton,"RECOMMENDED VARIETIES ;N.A.1325,SHIVANANDI,N.D.L.H.1938(SRI RAMA),W.G.H.H-2",2018-05-20T09:54:50.17,2018,5
ANDHRA PRADESH,SRIKAKULAM,JALUMURU,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA,2018-05-19T07:38:59.143,2018,5
ANDHRA PRADESH,ANANTPUR,NARPALA,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,THERE IS A CHANCE OF RAINFALL IN YOUR AREA,2018-05-19T08:40:55.617,2018,5
ANDHRA PRADESH,GUNTUR,TENALI,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,Mostly cloudy with a couple of showers and a thunderstorm,2018-05-22T11:58:23.077,2018,5
ANDHRA PRADESH,KRISHNA,VATSAVAI,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT:,"WEATHER REPORT:
cloudy weather ,there is a chance of rainfall in your area",2018-05-22T12:33:32.267,2018,5
ANDHRA PRADESH,ANANTPUR,VIDAPANAKAL,NA,AGRICULTURE,Others,Others,Weather,weather report,"Partly sunny, a thunderstorm in parts of the area this afternoon",2018-05-22T12:42:07.55,2018,5
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,NA,AGRICULTURE,Others,Others,Weather,weather report,"THERE IS A NO CHANCE OF  RAIN ,MOSTLY CLOUDY WEATHER OCCURS IN YOUR AREA.",2018-05-22T06:38:15.52,2018,5
ANDHRA PRADESH,PRAKASAM,DONAKONDA,NA,HORTICULTURE,Fruits,Citrus,	Plant Protection	,citrus sukking pest management,RECOMMENDED TO SPRAY DICHLORVOS  250 ML / 200 LITRES OF WATER /  ACRE,2018-05-22T06:55:18.18,2018,5
ANDHRA PRADESH,ANANTPUR,BATHALAPALLE,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,cotton sucking pest management,RECOMMENDED TO SPRAY  FIPRONIL  400 ML / 200 LITRES OF WATER /ACRE,2018-05-22T07:05:25.42,2018,5
ANDHRA PRADESH,ANANTPUR,PEDDAPAPPUR,NA,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),	Plant Protection	,BHENDI SUCKING PEST,RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML /150 LITRES OF WATER / ACRE,2018-05-22T07:55:52.647,2018,5
ANDHRA PRADESH,CHITTOOR,PALAMANER,NA,AGRICULTURE,Others,Others,Credit,VETERINARY CONTACT DETAILS,RECOMMENDED TO CONTACT 9948193588 MAHENDAR .,2018-05-22T07:59:18.423,2018,5
ANDHRA PRADESH,NELLORE,VAKADU,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,GROUND NUT SEED TREATMENT & FERTILIZER MANAGEMENT,"GROUND NUT SEED TREATMENT :RECOMMENDED TO SEED TREATMENT  MANCOZEB 3GM & IMIDACLOPRID 2ML / KG OF SEED .
 & FERTILIZER MANAGEMENT :RECOMMENDED TO SPPLY UREA 25 KG ,SSP-100 - 150 KG & MOP- 30 KG /ACRE",2018-05-22T08:18:32.397,2018,5
ANDHRA PRADESH,KURNOOL,GONEGANDLA,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,"CLOUDY WEATHER ,CHANCE OF RAINFALL IN YOUR AREA",2018-05-22T08:58:34.42,2018,5
ANDHRA PRADESH,NELLORE,VARIKUNTAPADU,NA,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,BRINJAL FRUIT BORER MANAGEMENT,RECOMMENDED TO SPRAY SPINOSAD 75 ML/200 LITRES OF WATER / ACRE,2018-05-21T07:27:53.337,2018,5
ANDHRA PRADESH,WEST GODAVARI,NALLAJERLA,NA,AGRICULTURE,Others,Others,Weather,Weather report,"WEATHER REPORT : CLOUDY WEATHER ,CHANCE OF RAIN IN YOUR AREA",2018-05-14T18:09:52.547,2018,5
ANDHRA PRADESH,ANANTPUR,GUMMAGATTA,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT :,THERE IS CHANCE OF CLOUDY WEATHER & SHOWERS IN YOUR AREA,2018-05-14T18:50:13.45,2018,5
ANDHRA PRADESH,ANANTPUR,MADAKASIRA,NA,AGRICULTURE,Others,Others,Weather,weather report,THERE IS A CHANCE OF RAINFALL IN YOUR AREA,2018-05-18T13:33:32.707,2018,5
ANDHRA PRADESH,0   ,0   ,JAYAD,AGRICULTURE,Others,Others,Weather,Weather Information,There will be cloud in your area but there is no possibility of rain,2018-05-18T13:39:02.33,2018,5
ANDHRA PRADESH,EAST GODAVARI,GANDEPALLE,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,THERE IS A CHANCE  OF CLOUDY WEATHER OCCUR IN YOUR AREA,2018-05-18T13:55:24.26,2018,5
ANDHRA PRADESH,SRIKAKULAM,GANGUVARISIGADAM,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT :,"MOSTLY CLOUDY WEATHER OCCURS IN YOUR AREA, THERE IS A CHANCE OF RAINFALL IN YOUR AREA",2018-05-18T14:05:59.53,2018,5
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,NA,AGRICULTURE,Millets,Maize (Makka),Weed Management,MAIZE WEED MANAGEMENT,"RECOMMENDED TO SPRAY ATRAZINE(ATRATOP , SOLARO ) 800 GRAMS PER ACRE",2018-05-19T08:51:17.237,2018,5
ANDHRA PRADESH,VISAKHAPATNAM,CHEEDIKADA,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,"WEATHER REPORT:THERE IS NO CHANCE OFRAIN IN YOUR AREA,CLOUDY WEATHER OCCUR",2018-05-19T09:11:07.61,2018,5
ANDHRA PRADESH,VIZIANAGARM,SRUNGAVARAPUKOTA,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA,2018-05-19T09:50:49.213,2018,5
ANDHRA PRADESH,CHITTOOR,PAKALA,NA,HORTICULTURE,Fruits,Guava,Seeds and Planting Material,GUAVA VARAITIES,"RED PLUSH, LALITH, KIRAN, SAFED JAMA, SWETHA, KOHIR SAFEDA",2018-05-20T10:49:10.69,2018,5
ANDHRA PRADESH,Y S R ,OBULAVARIPALLE,NA,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,PADDY FERTILISER MANAGEMENT,"RECOMMENDED TO APPLY SINGLE SUPER PHOSPHATE 6 KGS, UREA 5 KGS , 1.6 KGS OF MURATE OF POTASH PER 5 CENTS",2018-05-20T11:52:01.58,2018,5
ANDHRA PRADESH,ANANTPUR,URAVAKONDA,NA,AGRICULTURE,Others,Others,Weather,weather report,no rain in your area cloudy weather occur,2018-05-20T12:45:31.543,2018,5
ANDHRA PRADESH,ANANTPUR,ATMAKUR,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT:,"cloudy weather ,there is a chance of rainfall in your area",2018-05-22T11:39:16.78,2018,5
ANDHRA PRADESH,NELLORE,THOTAPALLIGUDUR,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,SUCKING PEST MANAGEMENT IN PADDY,RECOMMENDED TO SPRAY MONOCROTOPHOS 400 ML /200 LITERS OF WATER /ACRE,2018-05-22T11:40:00.227,2018,5
ANDHRA PRADESH,ANANTPUR,URAVAKONDA,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA,2018-05-31T13:32:40.65,2018,5
ANDHRA PRADESH,ANANTPUR,KANEKAL,NA,HORTICULTURE,Vegetables,Drum Stick,Field Preparation,SOWING TIME OF DRUMSTICK,SOWING TIME OF DRUMSTICK:SEPTEMBER-OCTOBER,2018-05-31T13:42:39.15,2018,5
ANDHRA PRADESH,0   ,0   ,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,LEAF EATING CATERPILLAR IN GROUND NUT,RECOMMENDED TO SPRAY  CHLORPYRIFOS  500 ML/200 LITRES OF WATER / ACRE,2018-05-21T09:33:53.73,2018,5
ANDHRA PRADESH,NELLORE,BALAYAPALLE,NA,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),	Plant Protection	,bhindi sucking pest management:,RECOMMENDED TO SPRAY THIAMETHOXAM 40 GRAMS /150 LITRES OF WATER / ACRE,2018-05-21T09:45:11.94,2018,5
ANDHRA PRADESH,VISAKHAPATNAM,PAYAKARAOPETA,NA,HORTICULTURE,Plantation Crops,Coconut,	Plant Protection	,coconut fertiliser mangement,"coconut fertiliser mangement
recommended to appy basal dosage cow dung 25kg , 100 grms ssp per pit",2018-05-21T10:15:59.547,2018,5
ANDHRA PRADESH,NELLORE,DAGADARTHI,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Weed Management,weed management in groundnut,recommended to spray propaquizapop 250 ml / acre,2018-05-21T15:20:41.233,2018,5
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Field Preparation	,COTTON SOWING TIME,COTTON SOWING TIME ;JUNE -JULY,2018-05-21T15:51:19.513,2018,5
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT:,"cloudy weather ,there is a chance of rainfall in your area",2018-05-21T16:57:20.15,2018,5
ANDHRA PRADESH,PRAKASAM,KURICHEDU,NA,AGRICULTURE,Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),Market Information,PEARL MILLET  MARKET INFORMATION,"Pearl millet market information :
minimum-1019 /-Rs /quintal 
maximum-1019 /-Rs/quintal",2018-05-21T17:16:10.747,2018,5
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT;,"WEATHER REPORT;
CLOUDY WEATHER ,CHANCE OF RAINFALL IN YOUR AREA",2018-05-22T17:31:56.69,2018,5
ANDHRA PRADESH,PRAKASAM,KOMAROLU,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,COTTON SUCKING PEST MANAGEMENT,RECOMMENDED TO SPRAY FLONICAMID  75 GRAMS /200 LITRES OF WATER / ACRE,2018-05-22T18:25:38.687,2018,5
ANDHRA PRADESH,CHITTOOR,GUDIPALA,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Cultural Practices,GROUNDNUT SEED TREATMENT:,"RECOMMENDED TO SEED TREATMENT  CAPTAN    ( OR ) THIRAM  ( OR ) MANCOZEB 3 GRAMS / KG OF SEEDS 
INSECTICIDE-IMIDACLOPRID  or THIAMETHOXAM 5 GRAMS (SUCKING PESTS) ,CHLORPYRIFOS 6.5ML(ROOT  GRUBS )/1 KG OF SEEDS",2018-05-22T18:31:57.22,2018,5
ANDHRA PRADESH,SRIKAKULAM,JALUMURU,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT :,"CLOUDY WEATHER OCCUR,
THERE IS NO CHANCE OF RAINFALL IN YOUR AREA",2018-05-22T19:05:34.313,2018,5
ANDHRA PRADESH,CHITTOOR,B.KOTHAKOTA,JAYAD,AGRICULTURE,Others,Others,Nutrient Management,Saline soil solution information contact,Saline soil solution information contact  : 040-24001601,2018-05-23T17:04:00.663,2018,5
ANDHRA PRADESH,NELLORE,VINJAMUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,COTTON SUCKING PEST MANAGEMENT,RECOMMENDED TO SPRAY FLONICAMID  75 GRAMS /200 LITRES OF WATER / ACRE,2018-05-23T18:08:44.05,2018,5
ANDHRA PRADESH,PRAKASAM,CHIRALA,NA,HORTICULTURE,Vegetables,Brinjal,Fertilizer Use and Availability,FERTILIZER MANAGEMENT IN BRINJAL,"RECOMMENDED TO APPLY 26 KG UREA PER ACRE AT 30,60,75TH AFTER TRANS PLANTING",2018-05-23T18:15:55.937,2018,5
ANDHRA PRADESH,NELLORE,ALLUR,NA,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,FERTILISER MANGEMENT IN PADDY,"RECOMMENDED TO APPLY UREA 100KG , SSP -150KG , POTASH 33KG ZINC 20KG /ACER",2018-05-23T18:20:28.98,2018,5
ANDHRA PRADESH,VIZIANAGARM,SEETHANAGARAM,NA,AGRICULTURE,Others,Others,Weather,weather report,"Considerable cloudiness, a thunderstorm or two",2018-05-23T18:40:17.563,2018,5
ANDHRA PRADESH,GUNTUR,BAPATLA,JAYAD,HORTICULTURE,Vegetables,Drum Stick,	Plant Protection	,Drum Stick pod fly management,RECOMMENDED TO SPRAY MALATHION   2 ML /1 LITRES OF WATER,2018-05-23T18:47:20.3,2018,5
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,"WEATHER REPORT	
THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA",2018-05-23T19:07:16.17,2018,5
ANDHRA PRADESH,Y S R ,PENDLIMARRI,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT :,"THERE IS NO CHANCE TO RAINFALL IN YOUR AREA, CLOUDY WEATHER  OCCURS IN YOUR AREA",2018-05-24T09:36:36.553,2018,5
ANDHRA PRADESH,EAST GODAVARI,SEETHANAGARAM,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT :,"MOSTLY CLOUDY WEATHER OCCURS IN YOUR AREA,",2018-05-24T09:40:29.363,2018,5
ANDHRA PRADESH,ANANTPUR,HINDUPUR,JAYAD,HORTICULTURE,Condiments and Spices,Coriander,	Plant Protection	,LEAF BLIGHT MANAGEMENT IN CORIANDER,RECOMMENDED TO SPRAY 1 G CARBENDAZIM /LIT OF WATER,2018-05-24T09:42:42.59,2018,5
