StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
TELANGANA,KARIMNAGAR,0   ,JAYAD,9999,0,9999,9999,ASKED ABOUT THE CONTROL FOR SUCKIG PESTS,RWECOMMENDED TO SPRAY METHYL DEMATON @ 2ml/lit OF WATER.,2009-10-01T08:32:30,2009,10
TELANGANA,NIZAMABAD,0   ,JAYAD,HORTICULTURE,0,1280,29,ASKED ABOUT THE CONTROL OF APHIDS IN CHILLI.,RECOMMENDED TO SPRAY DIMETHOATE 2ML/LIT OR METHYL-DEMETON 2ML/LIT.,2009-10-01T10:27:28,2009,10
TELANGANA,ADILABAD,0   ,KHARIF,9999,0,9999,9999,ASKED ABOUT THE CONTROL OF ROOT ROT.,RECOMMENDED TO APPLY COC @ 3g/lit OF WATER TO THE AFFECTED PLANTS,2009-10-03T15:36:34,2009,10
TELANGANA,WARANGAL,0   ,KHARIF,9999,0,9999,9999,ASKED ABOUT THE WEATHER REPORT[RAIN FALL],GIVEN THE WEATHER REPORT TO THE FARMER,2009-10-03T15:49:21,2009,10
TELANGANA,KHAMMAM,0   ,KHARIF,9999,0,9999,9999,ASKED ABOUT THE CONTROL OF WHITE FLY.,RECOMENDED TO SPRAY TRIAZOPHOS 1.5ML/LIT,2009-10-03T17:17:11,2009,10
TELANGANA,KARIMNAGAR,0   ,KHARIF,9999,0,9999,9999,ASKED ABOUT THE CONTROL OF FLOWER DROP.,RECOMENDED FOR THE APPLICATION OF NAA10PPM.,2009-10-02T17:30:48,2009,10
TELANGANA,NALGONDA,0   ,KHARIF,9999,0,9999,9999,ASKED ABOUT THE CONTROL OF POD BORER.,RECOMMENDED TO SPRAY QUINOLPHOS @ 2ML/LIT OF WATER.,2009-10-02T18:13:54,2009,10
TELANGANA,WARANGAL,0   ,JAYAD,9999,0,9999,9999,ASKED FOR THE CAUSES OF SMALL FRUIT DROPPINGS AND FERYILIZER DOSE FOR 7 YEAR OLD TREE.,RECOMMENDED TO APPLY 2500 GR-MOP/TREE AND SPRAY BLITOX[3GR/LIT] ON SMALL FRUITS.,2009-10-01T14:47:39,2009,10
TELANGANA,MEDAK,0   ,JAYAD,AGRICULTURE,0,1137,2,ASKED ABOUT THE CONTROL OF RICE BLAST,RECOMMENDED FOR THE APPLICATION OF TRICYCLOZOLE 0.6GM/LTR,2009-10-01T19:11:04,2009,10
TELANGANA,NALGONDA,0   ,KHARIF,9999,0,9999,9999,ASKED ABOUT THE CONTROL OF SHEATH BLIGHT.,RECOMMENDED TO SPRAY HEXACONAZOLE @ 2ML/LIT OF WATER,2009-10-02T20:22:27,2009,10
