StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
ANDHRA PRADESH,KURNOOL,TUGGALI,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","WEATHER REPORT
THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  
",2019-09-17T07:49:33.613,2019,9
ANDHRA PRADESH,NELLORE,VINJAMUR,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","THERE IS A CHANCE  OF CLOUDY WEATHER  IN YOUR AREA  
",2019-09-17T07:56:15.863,2019,9
ANDHRA PRADESH,KRISHNA,MYLAVARAM,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT :,"WEATHER REPORT : DRY WEATHER,CHANCE OF SHOWERS IN YOUR AREA 
",2019-09-17T07:56:18.017,2019,9
ANDHRA PRADESH,ANANTPUR,GUNTAKAL,NA,AGRICULTURE,Others,Others,Government Schemes,PM MAAN DHAN SHEME,RECOMMENDED TO PAY 105/- EVERY MONTH AT MEE SEVA CENTRES,2019-09-17T07:59:45.373,2019,9
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT ,"WEATHER REPORT : DRY WEATHER,CHANCE OF SHOWERS IN YOUR AREA 
",2019-09-17T08:02:25.197,2019,9
ANDHRA PRADESH,ANANTPUR,NARPALA,NA,HORTICULTURE,Vegetables,Drum Stick,Nutrient Management,drumstick flower drop management ,recommended to in this time flower drop for reason climatic conditions ..... ,2019-09-17T08:04:33.43,2019,9
ANDHRA PRADESH,ANANTPUR,NARPALA,NA,AGRICULTURE,Others,Others,Government Schemes,bukkarayasamudram  agriculture officer contact number ,recommended to in this time flower drop for reason climatic conditions ..... ,2019-09-17T08:06:08.45,2019,9
ANDHRA PRADESH,KURNOOL,GONEGANDLA,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  
",2019-09-17T08:08:41.177,2019,9
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT ,"WEATHER REPORT : DRY WEATHER,CHANCE OF SHOWERS IN YOUR AREA 
",2019-09-17T08:20:02.853,2019,9
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,NA,HORTICULTURE,Vegetables,Spine Gourd,Nutrient Management,spine gourd  sucking pest management ,"RECOMMENDED TO SPRAY DIMETHOATE  400ML /200 LITRES OF WATER /ACRE 
",2019-09-17T08:25:42.377,2019,9
ANDHRA PRADESH,ANANTPUR,GUNTAKAL,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","WEATHER REPORT
THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  
",2019-09-17T08:27:59.5,2019,9
ANDHRA PRADESH,GUNTUR,ATCHEMPET,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","THERE IS A CHANCE  OF CLOUDY WEATHER  IN YOUR AREA  
",2019-09-17T08:28:00.187,2019,9
ANDHRA PRADESH,KURNOOL,TUGGALI,NA,AGRICULTURE,Others,Others,Government Schemes,M.A.O CONTACT ,"WEATHER REPORT
THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  
",2019-09-17T08:30:49.81,2019,9
ANDHRA PRADESH,ANANTPUR,CHENNEKOTHAPALLE,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  
",2019-09-17T08:31:47.81,2019,9
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,NA,AGRICULTURE,Others,Others,Government Schemes,KISAN MAAN DHAN SCHEME REGISTRATION,RECOMMENDED TO REGISTER FOR THE SCHEME AT MEE SEVA CENTRES,2019-09-17T08:31:58.933,2019,9
ANDHRA PRADESH,KURNOOL,TUGGALI,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","WEATHER REPORT
THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  
",2019-09-17T08:45:45.397,2019,9
ANDHRA PRADESH,KURNOOL,TUGGALI,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","THERE IS A CHANCE  OF CLOUDY WEATHER  IN YOUR AREA  
",2019-09-21T12:59:16.28,2019,9
ANDHRA PRADESH,KURNOOL,OWK,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","WEATHER REPORT
THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  
",2019-09-21T13:01:02.11,2019,9
ANDHRA PRADESH,GUNTUR,KOLLIPARA,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","THERE IS A CHANCE  OF CLOUDY WEATHER  IN YOUR AREA  
",2019-09-21T13:06:58.057,2019,9
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,NUTRIENT MANAGEMENT IN COTTON,RECOMMENDED TO DRENCH COPPER OXY CHLORIDE  3 GRAMS / 1 LITRE OF WATER ,2019-09-21T17:09:07.31,2019,9
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,NA,AGRICULTURE,Others,0,Weather,WEATHER INFORMATION : ,RECOMMENDED TO DRENCH COPPER OXY CHLORIDE  3 GRAMS / 1 LITRE OF WATER ,2019-09-21T17:10:42.563,2019,9
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT : ,"WEATHER REPORT : THERE IS A CHANCE OF CLOUDY WEATHER, SHOWERS IN YOUR AREA 
",2019-09-21T17:13:25.023,2019,9
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,NA,AGRICULTURE,0,0,Government Schemes,PM KISAN SAMMAN NIDHI YOJANA SCHEME,"PM KISAN SAMMAN NIDHI YOJANA SCHEME
RECOMMENDED TO PLEASE CONTACT YOUR MANDAL AGRICULTURE OFFICER ",2019-09-21T17:16:15.347,2019,9
ANDHRA PRADESH,ANANTPUR,MUDIGUBBA,NA,AGRICULTURE,Cereals,Paddy (Dhan),Sowing Time and Weather,DETAILS OF SOWING OF PADDY,RECOMMENDED TO SOW IN OCTOBER AS IT IS RABI SEASON,2019-09-21T17:16:34.08,2019,9
ANDHRA PRADESH,ANANTPUR,MUDIGUBBA,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT : ,"WEATHER REPORT : THERE IS A CHANCE OF CLOUDY WEATHER, SHOWERS IN YOUR AREA 
",2019-09-21T17:28:41.05,2019,9
ANDHRA PRADESH,ANANTPUR,MUDIGUBBA,NA,AGRICULTURE,Others,Others,Weather,"WEATHER INFORMATION : 
","CLOUDY WEATHER , CHANCE OF SHOWERS  IN YOUR AREA 
",2019-09-21T17:30:17.783,2019,9
ANDHRA PRADESH,NELLORE,ATMAKUR,NA,AGRICULTURE,Others,Others,Weather,WEATHER INFORMATION : ,"CLOUDY WEATHER , CHANCE OF SHOWERS  IN YOUR AREA ",2019-09-21T17:30:55.24,2019,9
ANDHRA PRADESH,Y S R ,THONDUR,NA,AGRICULTURE,Pulses,Khesari (chickling vetch/ grass pea),Sowing Time and Weather,SOWING TIME AND WEATHER ,RECOMMENDED TO SOWING TIME AND WEATHER IN RED GRAM SEPTEMBER -OCTOBER -15,2019-09-21T17:31:06.223,2019,9
ANDHRA PRADESH,KURNOOL,KURNOOL,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,"THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  
",2019-09-21T17:33:58.09,2019,9
ANDHRA PRADESH,ANANTPUR,RAYADURG,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,"THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  
",2019-09-21T17:40:23.1,2019,9
ANDHRA PRADESH,ANANTPUR,BATHALAPALLE,NA,HORTICULTURE,Fruits,Citrus,Nutrient Management,ABOUT MANAGEMENT OF FLOWER DROP IN CITRUS,"RECOMMENDED TO SPRAY 2,4-D 4 GRAMS IN 200 LITRE OF WATER PER ACRE",2019-09-21T17:42:28.51,2019,9
ANDHRA PRADESH,ANANTPUR,GARLADINNE,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,DETAILS OF MANAGEMENT OF CATERPILLAR IN COTTON,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS /150 LITRES OF WATER / ACRE  ,2019-09-21T17:42:35.72,2019,9
ANDHRA PRADESH,ANANTPUR,PEDDAPAPPUR,NA,AGRICULTURE,Others,Others,Weather,"WEATHER INFORMATION : 
","CLOUDY WEATHER , CHANCE OF SHOWERS  IN YOUR AREA 
",2019-09-21T17:44:04.607,2019,9
ANDHRA PRADESH,Y S R ,SIMHADRIPURAM,NA,AGRICULTURE,Others,Others,Government Schemes,GOVERNMENT SCHEMES ,"RECOMMENDED FOR MORE INFORMATION ABOUT  AND PRADHANA MANTHRI SAMMAN NIDHI YOJANA  SCHEME PLEASE CONTACT YOUR MANADAL AGRICULTURE OFFICER.
",2019-09-21T17:52:01.473,2019,9
ANDHRA PRADESH,ANANTPUR,PEDDAPAPPUR,NA,AGRICULTURE,Others,Others,Weather,"WEATHER INFORMATION : 
","CLOUDY WEATHER , CHANCE OF SHOWERS  IN YOUR AREA 
",2019-09-21T17:54:41.127,2019,9
ANDHRA PRADESH,NELLORE,CHILLAKUR,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Weed Management,WEED MANAGEMENT IN GROUNDNUT,"RECOMMENDED TO SPRAY IMAZITAPYR 300- 400 ML/200 LITRES OF WATER PER ACRE 
",2019-09-21T17:58:43.503,2019,9
ANDHRA PRADESH,NELLORE,CHILLAKUR,NA,AGRICULTURE,Others,0,Weed Management,WEED MANAGEMENT ,"RECOMMENDED TO SPRAY PARAQUAT  1 LITRE /200 LITRES OF WATER  PER ACRE  
",2019-09-21T18:05:21.323,2019,9
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  ,2019-09-21T18:06:04.99,2019,9
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT :,"WEATHER REPORT :THERE IS CHANCE OF CLOUDY WEATHER & SHOWERS IN YOUR AREA 
",2019-09-21T16:14:50.94,2019,9
ANDHRA PRADESH,PRAKASAM,PARCHUR,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,"WEATHER REPORT
THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  
",2019-09-21T16:24:00.987,2019,9
ANDHRA PRADESH,NELLORE,JALADANKI,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,"THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  
",2019-09-21T16:25:38.87,2019,9
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT : ,"WEATHER REPORT : THERE IS A CHANCE OF DRY WEATHER, SHOWERS IN YOUR AREA 
",2019-09-21T16:29:40.6,2019,9
ANDHRA PRADESH,NELLORE,GUDUR,NA,HORTICULTURE,Vegetables,Pumpkin,Nutrient Management,EARLY MATURITY IN PUMPKIN,"RECOMMENDED TO SPRAY FORMULA -4 3 GRAMX/1 LITRE OF WATER
",2019-09-21T16:32:46.047,2019,9
ANDHRA PRADESH,ANANTPUR,PAMIDI,NA,AGRICULTURE,0,0,Government Schemes,PM KISAN SAMMAN NIDHI YOJANA SCHEME,"PM KISAN SAMMAN NIDHI YOJANA SCHEME
RECOMMENDED TO PLEASE CONTACT YOUR MANDAL AGRICULTURE OFFICER 
",2019-09-21T16:33:42,2019,9
ANDHRA PRADESH,SRIKAKULAM,POLAKI,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,MANAGEMENT OF BPH IN PADDY,RECOMMENDED TO SPRAY BUPROFEZIN    330 ML /200 LITRES OF WATER/ ACRE    ,2019-09-21T16:34:17.07,2019,9
ANDHRA PRADESH,ANANTPUR,NARPALA,NA,HORTICULTURE,Fruits,Citrus,Nutrient Management,NEEM CAKE APPLICATION,RECOMMENDED TO APPLY NEEM CAKE 2 KILO GRAMS / 1 PLANT.,2019-09-21T16:47:17.507,2019,9
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,NA,HORTICULTURE,Vegetables,Tomato,	Plant Protection	,MANAGEMENT OF LEAF SPOT IN TOMATO,RECOMMENDED TO SPRAY  HEXACONAZOLE  400 ML /200 LITRES OF WATER / ACRE  ,2019-09-21T16:47:43.697,2019,9
ANDHRA PRADESH,VIZIANAGARM,SEETHANAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,AVAILABILITY OF HORMONAL SPRAY,"RECOMMENDED TO SPRAY  CHLORPYRIFOS  500 ML/200 LITRES OF WATER / ACRE
",2019-09-21T16:54:11.877,2019,9
ANDHRA PRADESH,ANANTPUR,KANEKAL,NA,AGRICULTURE,Millets,Maize (Makka),Weed Management,WEED MANAGEMENT IN MAIZE,RECOMMENDED TO SPRAY TEMBOTRIONE(LAUDIS) 115ML IN 200 LITRES OF WATER PER ACRE,2019-09-21T16:58:58.467,2019,9
ANDHRA PRADESH,KURNOOL,DORNIPADU,NA,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,SOIL FORMATION ON TILLERS OF PADDY DUE TO  HEAVY RAINS,RECOMMENDED TO DRAIN OUT WATER FROM THE FIELD,2019-09-21T13:20:46.847,2019,9
ANDHRA PRADESH,KURNOOL,TUGGALI,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT :,"WEATHER REPORT :THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA 
",2019-09-21T13:21:50.027,2019,9
ANDHRA PRADESH,KURNOOL,KOSIGI,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT :,"WEATHER REPORT :THERE IS CHANCE OF CLOUDY WEATHER & SHOWERS IN YOUR AREA 
",2019-09-21T13:25:06.933,2019,9
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","THERE IS A CHANCE  OF CLOUDY WEATHER  IN YOUR AREA  
",2019-09-21T13:27:26.367,2019,9
ANDHRA PRADESH,EAST GODAVARI,ALAMURU,NA,AGRICULTURE,0,0,Government Schemes,WATER PUMP SUBSIDY,PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER FOR MORE DETAILS ,2019-09-21T13:33:05.28,2019,9
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","THERE IS A CHANCE  OF CLOUDY WEATHER  IN YOUR AREA  
",2019-09-21T13:37:15.897,2019,9
ANDHRA PRADESH,NELLORE,ATMAKUR,NA,HORTICULTURE,Vegetables,Brinjal,Nutrient Management,NUTRIENT MANAGEMENT,"RECOMMENDED TO SPRAY AGROMIN MAX 3 GRAMS/1 LITRE OF WATER
",2019-09-21T13:41:09.493,2019,9
ANDHRA PRADESH,WEST GODAVARI,VEERAVASARAM,NA,AGRICULTURE,0,0,Government Schemes,PM KISAN SAMMAN NIDHI YOJANA ,"PM KISAN SAMMAN NIDHI YOJANA : PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER FOR MORE DETAILS 
",2019-09-21T13:41:26.73,2019,9
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  
",2019-09-21T13:44:22.64,2019,9
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,NA,HORTICULTURE,Vegetables,Dolichos Bean,	Plant Protection	,LEAF SPOT MANAGEMENT IN DOLICHOS BEAN,"RECOMMENDED TO SPRAY  HEXACONAZOLE  400 ML /200 LITRES OF WATER / ACRE  
",2019-09-21T13:56:43.503,2019,9
ANDHRA PRADESH,KURNOOL,ADONI,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  
",2019-09-17T12:56:46.88,2019,9
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,CATERPILLAR MANAGEMENT IN COTTON ,"RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS /150 LITRES OF WATER / ACRE  
",2019-09-17T15:28:13.997,2019,9
ANDHRA PRADESH,KURNOOL,ADONI,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT : 
","CLOUDY WEATHER ,CHANCE OF RAIN IN YOUR AREA 
",2019-09-17T15:34:31.787,2019,9
ANDHRA PRADESH,KURNOOL,PEDDAKADABUR,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT : 
","CLOUDY WEATHER ,CHANCE OF RAIN IN YOUR AREA 
",2019-09-17T15:53:03.39,2019,9
ANDHRA PRADESH,VIZIANAGARM,NELLIMARLA,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  ,2019-09-17T15:58:47.157,2019,9
ANDHRA PRADESH,ANANTPUR,SINGANAMALA,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  ,2019-09-17T16:01:59.1,2019,9
ANDHRA PRADESH,WEST GODAVARI,NARSAPUR,NA,HORTICULTURE,Plantation Crops,Coconut,Fertilizer Use and Availability,FERTILIZER MANAGEMENT IN COCONUT ,RECOMMENDED TO APPLY CARTAP HYDROCHLORIDE  4G  GRANULES  8-10 KG / ACRE    ,2019-09-17T16:03:54.62,2019,9
ANDHRA PRADESH,CHITTOOR,SODAM,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT : 
","CLOUDY WEATHER ,CHANCE OF RAIN IN YOUR AREA 
",2019-09-17T17:09:54.573,2019,9
