StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
ANDHRA PRADESH,ANANTPUR,NARPALA,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,GROUNDNUT FERTILIZER MANAGEMENT ,"RECOMMENDED TO APPLY 30 DAYS TIME IRRIGATED CROP UREA-9KG ,APPLY GYPSUM 200 KG/ACRE ",2019-10-30T17:41:56.443,2019,10
ANDHRA PRADESH,KRISHNA,MOPIDEVI,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT 
","THERE IS A CHANCE  OF RAIN IN YOUR AREA  
",2019-10-30T17:48:05.81,2019,10
ANDHRA PRADESH,KURNOOL,TUGGALI,NA,AGRICULTURE,Others,Others,Weather,  WEATHER REPORT ,":THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA 
",2019-10-30T17:57:32.093,2019,10
ANDHRA PRADESH,PRAKASAM,KONAKANAMITTLA,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","THERE IS A CHANCE  OF CLOUDY WEATHER  IN YOUR AREA  
",2019-10-31T10:05:52.06,2019,10
ANDHRA PRADESH,GUNTUR,KROSURU,NA,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,SHOOT AND FRUIT BORER MANAGEMENT IN CHILLI  ,"RECOMMENDED TO SPRAY PROPICONAZOLE  (TILT)  200 ML / 200 LITRES OF WATER /ACRE  
",2019-10-31T10:10:40.413,2019,10
ANDHRA PRADESH,GUNTUR,KROSURU,NA,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,SHOOT AND FRUIT BORER MANAGEMENT ,"RECOMMENDED TO SPRAY PROPICONAZOLE  (TILT)  200 ML / 200 LITRES OF WATER /ACRE  
",2019-10-31T10:11:23.22,2019,10
ANDHRA PRADESH,KRISHNA,THOTLAVALLURU,NA,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,NUTRIENT MANAGEMENT,"RECOMMENDED TO SPRAY  CHLORPYRIFOS  (CORABON/PREDATOR) 500 ML/200 LITRES OF WATER / ACRE
",2019-10-31T10:12:15.653,2019,10
ANDHRA PRADESH,NELLORE,VINJAMUR,NA,AGRICULTURE,Pulses,Black Gram (urd bean),	Plant Protection	,CATER FILLER IN BLACK GRAM,"RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS /150 LITRES OF WATER / ACRE  
",2019-10-31T10:16:04.6,2019,10
ANDHRA PRADESH,EAST GODAVARI,KIRLAMPUDI,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","THERE IS A CHANCE  OF CLOUDY WEATHER  IN YOUR AREA  
",2019-10-31T10:16:26.397,2019,10
ANDHRA PRADESH,KRISHNA,VATSAVAI,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,CHEMICAL WORKING AFTER RAIN,WITHIN 4 HOURS AFTER CHEMICAL APPLICATION IT WILL REDUCE THE WORKING POWER,2019-10-31T10:19:41.52,2019,10
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","THERE IS A CHANCE  OF CLOUDY WEATHER  IN YOUR AREA  
",2019-10-31T10:26:38.187,2019,10
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,LEAF FOLDER IN PADDY,"RECOMMENDED TO SPRAY CARTAP HYDROCHLORIDE 400 GRAMS/ 200 LITRES OF WATER / ACRE 
",2019-10-31T10:28:39.54,2019,10
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEATHER REPORT : ,"RECOMMENDED TO SPRAY CARTAP HYDROCHLORIDE 400 GRAMS/ 200 LITRES OF WATER / ACRE 
",2019-10-31T10:29:10.49,2019,10
ANDHRA PRADESH,KURNOOL,DHONE ALIAS DRONACHALAM,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,"THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  
",2019-10-31T10:33:14.057,2019,10
ANDHRA PRADESH,CHITTOOR,KAMBHAMVARIPALLE,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,SUCKING PEST,"RECOMMENDED TO SPRAY AZADIRHACHTIN ( NEEM SEED KERNAL OIL )  1 LITRE  /200 LITRES OF WATER /ACRE 
",2019-10-31T10:35:41.6,2019,10
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,NA,AGRICULTURE,Oilseeds,"Castor (Rehri, Rendi, Arandi) ",	Plant Protection	,FRUIT DROP IN CASTOR ,"THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  
",2019-10-31T10:37:09.227,2019,10
ANDHRA PRADESH,KURNOOL,KURNOOL,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT :," 
CLOUDY WEATHER ,CHANCE OF RAIN IN YOUR AREA 
",2019-10-31T10:42:03.087,2019,10
ANDHRA PRADESH,GUNTUR,VELDURTHY,NA,AGRICULTURE,Others,Others,Weather,YELLOWING OF CHILLI,":
THERE IS CHANCE OF CLOUDY WEATHER & SHOWERS IN YOUR AREA ",2019-10-31T10:47:28.6,2019,10
ANDHRA PRADESH,KRISHNA,A.KONDURU,NA,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,SHOOT AND FRUIT BORER MANAGEMENT ,"RECOMMENDED TO SPRAY PROPICONAZOLE  (TILT)  200 ML / 200 LITRES OF WATER /ACRE  
",2019-10-31T10:57:48.113,2019,10
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT :
"," CLOUDY WEATHER ,  CHANCE OF SHOWERS  IN YOUR AREA 
",2019-10-30T12:53:14.98,2019,10
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,NA,AGRICULTURE,Others,Others,Weather,weather report,"THERE IS CHANCE OF CLOUDY WEATHER & SHOWERS IN YOUR AREA 
",2019-10-30T12:56:56.593,2019,10
ANDHRA PRADESH,KURNOOL,VELDURTHI,NA,AGRICULTURE,Others,Others,Government Schemes,VETERINARY INFORMATION ,RECOMMENDED PLEASE CONTACT YOUR MANDAL VETERINARY DOCTOR ,2019-10-30T13:02:59.33,2019,10
ANDHRA PRADESH,ANANTPUR,D.HIREHAL,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","THERE IS A CHANCE  OF CLOUDY WEATHER  IN YOUR AREA  
",2019-10-30T13:05:05.8,2019,10
ANDHRA PRADESH,ANANTPUR,PEDDAPAPPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,WHITE FLY MANAGEMENT ,"RECOMMENDED TO SPRAY POTASSIUM NITRATE (13-0-45) 5 GRAMS/1 LITRE OF WATER  
",2019-10-30T13:09:50.877,2019,10
ANDHRA PRADESH,ANANTPUR,ANANTAPUR,NA,AGRICULTURE,Others,Others,Government Schemes,GOVERNMENT SCHEMES ,PM KISAN -http://www.pmkisan.gov.in/BeneficiaryStatus/BeneficiaryStatus.aspx,2019-10-30T13:11:47.207,2019,10
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT : ,"CLOUDY WEATHER ,CHANCE OF RAIN IN YOUR AREA 
",2019-10-30T13:11:57.767,2019,10
ANDHRA PRADESH,KURNOOL,PEDDAKADABUR,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,"WEATHER REPORT:CLOUDY WEATHER IN YOUR AND CHANCE OF RAIN
",2019-10-30T13:17:37.93,2019,10
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,"WEATHER REPORT:CLOUDY WEATHER IN YOUR AND CHANCE OF RAIN
",2019-10-30T13:19:46.85,2019,10
ANDHRA PRADESH,KURNOOL,TUGGALI,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,"WEATHER REPORT:CLOUDY WEATHER IN YOUR AND CHANCE OF RAIN

",2019-10-30T13:25:54.717,2019,10
ANDHRA PRADESH,KURNOOL,TUGGALI,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT : ,"CLOUDY WEATHER ,CHANCE OF RAIN IN YOUR AREA 
",2019-10-30T13:32:45.733,2019,10
ANDHRA PRADESH,ANANTPUR,BOMMANAHAL,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,BACTERIAL LEAF BLIGHT ,RECOMMENDED TO SPRY STREPTOMYCIN SULPHATE 90%+TETRACYCLI HYDROCHLORIDE 10% 24 GRAMS/200 LITERS OF WATER/ACRE  ,2019-10-30T13:34:52.873,2019,10
ANDHRA PRADESH,ANANTPUR,GOOTY,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT : ,"CLOUDY WEATHER ,CHANCE OF RAIN IN YOUR AREA 
",2019-10-30T13:45:47.503,2019,10
ANDHRA PRADESH,KURNOOL,DHONE ALIAS DRONACHALAM,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT 
","
WEATHER REPORT 
: THERE IS A CHANCE OF DRY WEATHER, SHOWERS IN YOUR AREA 
",2019-10-29T13:53:23.073,2019,10
ANDHRA PRADESH,KURNOOL,GONEGANDLA,NA,AGRICULTURE,Others,Others,Weather,"WEATHER REPORT
","THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA  
",2019-10-29T13:58:16.23,2019,10
ANDHRA PRADESH,VIZIANAGARM,BONDAPALLE,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,CATER FILLER IN PADDY,"RECOMMENDED TO SPRAY CARTAP HYDROCHLORIDE 400 GRAMS/ 200 LITRES OF WATER / ACRE 
",2019-10-31T09:44:17.28,2019,10
