StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
ANDHRA PRADESH,SRIKAKULAM,ETCHERLA,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Seeds,Seed varieties for black soils,Lam hybrids1,2015-06-16T08:57:38.52,2015,6
ANDHRA PRADESH,WEST GODAVARI,BHIMADOLE,NA,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,fungal attack,recommended blitox 3g/liter,2015-06-16T09:00:47.24,2015,6
ANDHRA PRADESH,NELLORE,ALLUR,NA,HORTICULTURE,Fruits,Citrus,	Plant Protection	,citrus  sucking pest,spray     imida  clopride  160  ml / acrre,2015-06-16T09:04:36.25,2015,6
ANDHRA PRADESH,ANANTPUR,D.HIREHAL,NA,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Varieties,green gram varieties,"Suggested to sow the crop in October month as rabi crop with LGG-450, 460,407, MGG-295, WGG-37, 02 and ML-267 varieties",2015-06-16T09:12:38.82,2015,6
ANDHRA PRADESH,Y S R ,T.SUNDUPALLE,NA,AGRICULTURE,Others,Others,Government Schemes,JD KADAPA Phone number,JD KADAPA Phone number 8886613420,2015-06-16T09:54:55.29,2015,6
ANDHRA PRADESH,PRAKASAM,MUNDLAMURU,NA,AGRICULTURE,Others,Others,Weather,weather report,A moderate thunderstorm is likely to take place in your area.,2015-06-16T09:57:22.283,2015,6
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,NA,AGRICULTURE,Others,Others,Government Schemes,government schemes,contact ur 8886613106,2015-06-16T10:06:18.277,2015,6
ANDHRA PRADESH,NELLORE,DAGADARTHI,NA,AGRICULTURE,Others,Others,	Plant Protection	,weather report,Today a moderate thunderstorm is likely to take place in your area,2015-06-16T10:08:51.59,2015,6
ANDHRA PRADESH,WEST GODAVARI,PEDAPADU,NA,AGRICULTURE,Others,Others,Weather,weather report,Today a moderate thunderstorm is likely to take place in your area,2015-06-16T10:11:28.507,2015,6
ANDHRA PRADESH,KRISHNA,G.KONDURU,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,Today  A severe thunderstorm is likely to take place in your area.,2015-06-16T10:17:19.78,2015,6
ANDHRA PRADESH,GUNTUR,KARLAPALEM,NA,AGRICULTURE,Others,Others,Weather,weather report,Today  A moderate thunderstorm is likely to take place in your area.,2015-06-16T10:18:29.167,2015,6
ANDHRA PRADESH,NELLORE,DAGADARTHI,NA,AGRICULTURE,Others,Others,Post Harvest Preservation,Birds attack in sajja,Control through manually,2015-06-16T10:18:40.9,2015,6
ANDHRA PRADESH,0   ,0   ,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Paddy growth,recomonded doasge multi k 1kg/acre,2015-06-15T17:40:58.89,2015,6
ANDHRA PRADESH,GUNTUR,TADEPALLE,NA,AGRICULTURE,Others,Others,Weather,weather report,A moderate thunderstorm today  is likely to take place in your area.,2015-06-15T17:52:35.377,2015,6
ANDHRA PRADESH,KRISHNA,KANKIPADU,NA,AGRICULTURE,Others,Others,Weather,weather report,A moderate thunderstorm today  is likely to take place in your area.,2015-06-15T17:58:28.963,2015,6
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,NA,AGRICULTURE,Others,Others,Weather,WEATHER REPORT,Today  A severe thunderstorm is likely to take place in your area.,2015-06-15T18:08:17.54,2015,6
ANDHRA PRADESH,0   ,0   ,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,paddy growth,recomonded doasge multi k 1kg/acre,2015-06-15T18:10:37.33,2015,6
ANDHRA PRADESH,WEST GODAVARI,CHINTALAPUDI,KHARIF,AGRICULTURE,Others,Others,Weather,weather report,Today a moderate thunderstorm is likely to take place in. your area,2015-06-15T18:28:57.657,2015,6
ANDHRA PRADESH,0   ,0   ,NA,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,brinjal wilt,recomonded doasge COC 3gr/lit water,2015-06-15T18:31:28.14,2015,6
ANDHRA PRADESH,GUNTUR,BAPATLA,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Government Schemes,COTTON SEED FOR SUBSIDY,RECOMMENDED FOR CONTACT MANDAL AGRICULTURE OFFICER TO KNOW MORE DETAILS FOR SUBSIDIES,2015-06-15T18:32:32.917,2015,6
ANDHRA PRADESH,WEST GODAVARI,NALLAJERLA,NA,AGRICULTURE,Others,Others,Weather,asked weather report,A thunderstorm with squall is likely to take place in your area.,2015-06-15T18:35:30.35,2015,6
ANDHRA PRADESH,KURNOOL,GADIVEMULA,NA,AGRICULTURE,Others,Others,Weather,weather report,A moderate thunderstorm is likely to take place in your area.,2015-06-15T18:37:01.42,2015,6
ANDHRA PRADESH,GUNTUR,GURAZALA,NA,AGRICULTURE,Others,Others,Government Schemes,FREE ORGANIC CERTIFICATION,RECOMMENDEED FOR CONTACT MANDAL AGRICULTURE OFFICCER TO KNOW THE DETAILS OF FREE ORGANIC CERTIFICATION,2015-06-15T18:42:21.033,2015,6
ANDHRA PRADESH,VIZIANAGARM,KOMARADA,NA,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,flower drop,recommended plano fix 5ml/20liter,2015-06-29T09:28:26.853,2015,6
ANDHRA PRADESH,PRAKASAM,KOTHA PATNAM,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,GROUND NUT SUCKING PESTS,"RECOMMENDED TO SPRAY IMIDACHLOPRID(CONFIDOR, TATAMIDA , VICTOR ,ATOM  ) 100 ML PER ACRE",2015-06-29T09:42:00.403,2015,6
ANDHRA PRADESH,ANANTPUR,AGALI,NA,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,CHILLI   SUCKKING PEST,SPRAY    NEEM OIL    2 ML / LIT OF WATER,2015-06-29T10:23:59.16,2015,6
ANDHRA PRADESH,KRISHNA,BANTUMILLI,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,grengram sowing time,recomended for june-july,2015-06-29T16:20:27.95,2015,6
ANDHRA PRADESH,EAST GODAVARI,AMALAPURAM,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,weather report,mostly cloudy,2015-06-29T16:35:26.67,2015,6
ANDHRA PRADESH,GUNTUR,KOLLUR,NA,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,chilli leaf folder,recomended for pegasus 1.5 gr/lit water,2015-06-29T16:55:29.86,2015,6
ANDHRA PRADESH,ANANTPUR,MUDIGUBBA,NA,HORTICULTURE,Vegetables,Tomato,	Plant Protection	,Tomato wilt,RECOMMENDED TO SPRAY COPPEROXYCHLORIDE (BLITAX) 600 GRAM /200 LITRE WATER PER ACRE,2015-06-29T18:17:58.907,2015,6
ANDHRA PRADESH,WEST GODAVARI,CHINTALAPUDI,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,PADDY FERTILIZER APPILICATION,RECOMENDED FOR ZN 20 KG/ACR,2015-06-25T08:03:03.083,2015,6
ANDHRA PRADESH,PRAKASAM,GIDDALURU,NA,HORTICULTURE,Vegetables,Chillies,Seeds and Planting Material,seed rate of chilli,"650 grms /acre, seed treatment with trisodium ortho phaspahate,  need 1 cent place, 80grms/ fipronil, 1kg neem cake,",2015-06-25T08:04:27.147,2015,6
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEATHER REPORT,2.	Today a moderate thunderstorm is likely to take place in. your area,2015-06-25T08:33:00.837,2015,6
ANDHRA PRADESH,GUNTUR,CHILAKALURIPET,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,carrot sowing time,july-augst,2015-06-29T14:42:37.517,2015,6
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,JAYAD,AGRICULTURE,Others,Others,Training and Exposure Visits,Unstructured Supplementary Services Data (USSD) Applications,Unstructured Supplementary Services Data (USSD) Applications*491*103#,2015-06-29T14:47:38.73,2015,6
ANDHRA PRADESH,PRAKASAM,GIDDALURU,KHARIF,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,CHILLI WEED MANAGEMENT,PENDIMETHALIN 30% 1 LITER / ACRE 2 DAYS BEFORE TRANSPLANTING OF SEEDLINGS,2015-06-29T15:03:07.817,2015,6
ANDHRA PRADESH,KRISHNA,G.KONDURU,NA,AGRICULTURE,Others,Others,Weather,weather report,"Today moderate thunderstorm is likely to take place in your area. 
.",2015-06-29T15:18:34.663,2015,6
ANDHRA PRADESH,PRAKASAM,CHIRALA,KHARIF,HORTICULTURE,Vegetables,Leafy Vegetable,	Plant Protection	,LAFY VEGETABLE  LEF SPOT,MANCOZEB M-45  2 GRAM / LITER,2015-06-29T15:29:30.003,2015,6
ANDHRA PRADESH,GUNTUR,DACHEPALLE,NA,AGRICULTURE,Others,Others,Weather,weather report,recommended A moderate thunderstorm is likely to take place in your area.,2015-06-29T11:00:39.593,2015,6
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,NA,AGRICULTURE,Others,Others,	Plant Protection	,weather report,Today  A moderate thunderstorm is likely to take place in your area.,2015-06-29T11:09:06.067,2015,6
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,NA,AGRICULTURE,Others,Others,Weather,weather report,recommended The rain is not likely to occur in your area. The general level of air blow,2015-06-29T11:57:15.837,2015,6
