StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
TELANGANA,NAGARKURNOOL,UPPUNUNTHALA,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Weed Management,FARMER ASKED QUERY ON WEED MANAGEMENT IN GROUNDNUT 15-20 DAYS CROP,"RECOMMENDED TO SPRAY IMAZITAPYR (BASF -PURSUIT,WEEDBLOCK) 300- 400 ML/200 LITRES OF WATER PER ACRE ",2023-10-07T08:00:01.697,2023,10
TELANGANA,JAGTIAL,MALLAPUR,NA,HORTICULTURE,Condiments and Spices,Turmeric,	Plant Protection	,STEM BORER MANAGEMENT IN TURMERIC,--థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి,2023-10-07T08:04:08.553,2023,10
TELANGANA,WARANGAL RURAL,CHENNARAOPET,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,PADDY BPH MANAGEMENT  ,RECOMMENDED TO SPRAY  ACEPHATE+ Imidacloprid (LANCER GOLD) 400GM/200 LIT OF WATER/ACRE,2023-10-07T17:21:13.137,2023,10
TELANGANA,KARIMNAGAR,CHOPPADANDI,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in paddy,Advised not to use any chemical because panicles have emerged out,2023-10-07T17:27:23.47,2023,10
TELANGANA,RAJANNA SIRCILLA,YELLAREDDIPET,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,PADDY  BPH  AND  BLAST MANAGEMENT ;- ,RECOMMENDED TO SPRAY  PYMETROZINE 100 GRAMS +  TEBUCONAZOLE + TRIFLOXYSTROBIN  80 GRAMS /200 LITRES OF WATER/ ACRE  ,2023-10-07T17:40:38.017,2023,10
TELANGANA,BHADRADRI KOTHAGUDEM,TEKULAPALLY,NA,HORTICULTURE,Vegetables,Chillies,Nutrient Management,CHILLI NUTRIENT Management ;-,RECOMMENDED TO SPRAY  HUMIC ACID-400ML/ACRE ,2023-10-07T17:55:15.56,2023,10
TELANGANA,KARIMNAGAR,SAIDAPUR,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bacterial leaf blight in paddy,RECOMMENDED  TO SPRAY STREPTOCYCLINE   20 GRAM  / 200 LITRES OF WATER /ACRE ,2023-10-07T17:59:02.397,2023,10
TELANGANA,JAYASHANKAR BHUPALAPALLY,MOGULLAPALLE,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"FARMER ASKED QUERY ON SUCKING PEST MANAGEMENT IN COTTON 
",RECOMMENDED TO SPRAY ACETAMIPRID(PRIDE)   40 GRAMS  /200 LITRES OF WATER /ACRE,2023-10-07T18:32:06.373,2023,10
TELANGANA,JAYASHANKAR BHUPALAPALLY,MOGULLAPALLE,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"FARMER ASKED QUERY ON  CATERPILLAR CONTROL IN COTTON 
",RECOMMENDED TO SPRAY  CHLORPYRIFOS  (CORABAN/PREDATOR) 500 ML/200 LITRES OF WATER / ACRE,2023-10-07T18:33:04.203,2023,10
TELANGANA,JAYASHANKAR BHUPALAPALLY,KATARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,COTTON  SUCKING PEST AND PINK BOLL WORM MANAGEMENT ;-,"RECOMMENDED TO SPRAY LAMBDA CYHALOTHRIN   + THIAMETHOXAM  80 ML  /200 LITRES OF WATER /  ACRE
(OR)
RECOMMENDED TO SPRAY  7.3% w/w Cyantraniliprole+36.4% w/w SC Diafenthiuron  250 ML/ACRE",2023-10-07T18:33:24.81,2023,10
TELANGANA,WARANGAL RURAL,SHYAMPET,NA,AGRICULTURE,Others,Others,Market Information,GREEN GRAM MARKET INFORMATION ,"GREEN GRAM MARKET INFORMATION 
MAXIMUM PRICE 8,782 /QUINTAL
MINIMUM PRICE 6,012/QUINTAL 	",2023-10-07T18:42:26.673,2023,10
TELANGANA,SANGAREDDY,RAIKODE,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weed Management,COTTON WEED MANAGEMENT AT FLOWERING STAGE  ,DO NOT SPRAY ANY HERBICIDE  AT FLOWERING STAGE  ,2023-10-07T19:07:13.16,2023,10
TELANGANA,RANGAREDDY,KADTHAL,NA,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Weed Management,WEED MANAGEMENT IN  RED GRAM CROP ,NOT RECOOMEDED ,2023-10-07T09:36:19.33,2023,10
TELANGANA,SURYAPET,KODAD,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,PANICLE MITE IN PADDY MANAGEMENT, స్పైరోమైసిఫెన్ 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి ,2023-10-07T09:42:42.603,2023,10
TELANGANA,MAHABOOBNAGAR,NAWABPET,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,NUTRIENT management IN  COTTON CROP ,"RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 @ 5 GRAMS/1 LITER OF WATER/ ACRE 
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి లలిపి ఎకరాకు పిచికారీ చేయండి .",2023-10-07T09:49:01.81,2023,10
TELANGANA,RANGAREDDY,MAHESWARAM,NA,HORTICULTURE,Vegetables,Cabbage,	Plant Protection	,FARMER ASKED QUERY ON CATERPILLAR/BORER CONTROL IN CABBAGE?,RECOMMENDED TO SPRAY NOVALURON+INDOXACARB (PLITHORA) 350 ML / 200 LITRES OF WATER / ACRE ,2023-10-07T09:54:23.233,2023,10
TELANGANA,RANGAREDDY,MAHESWARAM,NA,HORTICULTURE,Vegetables,Cabbage,	Plant Protection	,FARMER ASKED QUERY ON CATERPILLAR MANAGEMENT IN CABBAGE,"-RECOMMENDED TO SPRAY EMAMECTIN BENZOATE (PROCLAIM) 90 GRAMS /150 LITRES OF WATER / ACRE  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
-RECOMMENDED TO SPRAY AZADIRHACHTIN (NEEM SEED KERNAL OIL )  1 LITRE  /200 LITRES OF WATER /ACRE 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి ",2023-10-07T09:55:57.3,2023,10
