StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
TELANGANA,WARANGAL RURAL,CHENNARAOPET,NA,ANIMAL HUSBANDRY,Animal,Others,Disease Reporting,FARMER ASKED QUERY ABOUT VETERNARY HOSPITAL DETAILS ,"SUGGESTED TO CONTACT-08726387283,08125769274",2024-03-01T12:51:14.477,2024,3
TELANGANA,WARANGAL RURAL,ATHMAKUR,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME?
","TL125478851
Warangal Shreya AO(Technical) 7288894709
PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER",2024-03-02T08:11:11.34,2024,3
TELANGANA,WARANGAL RURAL,DUGGONDI,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME BENIFICIARY STATUS
 
",DUE TO SITE PROBLEM WE ARE UNABLE TO CHECK THE STATUS SUGGESTED TO CALL BACK AGAIN LATER,2024-03-02T17:08:19.147,2024,3
TELANGANA,WARANGAL RURAL,PARVATHAGIRI,NA,HORTICULTURE,Fruits,Mango,	Plant Protection	,FRUIT DROP IN MANGO MANAGEMENT ,పూత పిందె రాలకుండా -నాప్తలీన్ అసిటిక్ ఆసిడ్(ప్లానోఫిక్స్ ) 50 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి 1 ఎకరా కు పిచికారి చేయాలి ,2024-03-02T17:11:11.703,2024,3
TELANGANA,WARANGAL RURAL,NEKKONDA,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	," FERTILIZER MANAGEMENT IN PADDY MAIN FIELD
","RECOMMENDED TO APPLY 1 BAG - DAP , UREA -33 KGS , POTASH - 15-20 KGS  BEFORE TRANSPLANTING IN MAIN FIELD ., LATER 32 KGS OF UREA AND 15 KGS OF POTASH AT 25-30 DAYS( PILAKA DASHA ) AND ALSO AT 60-65 DAYS ( CHIRRUPOTTA DASHA) ",2024-03-06T08:35:51.397,2024,3
TELANGANA,WARANGAL RURAL,PARVATHAGIRI,NA,AGRICULTURE,Others,Others,Market Information,Farmer asked query on Mandi details,"COTTON MARKET RATE
 MINIMUM PRICE -5,769  /- Rs/ QUINTAL  
MAXIMUM PRICE - 7,275 /- Rs/ QUINTAL       
AVERAGE PRICE - 6,851 /- Rs/ QUINTAL
		",2024-03-06T12:02:09.74,2024,3
TELANGANA,WARANGAL RURAL,WARDHANNA PET,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,PADDY STEM BORER MANAGEMENT,"కార్టాప్ హైడ్రోక్లోరైడ్ (కాల్డన్,పాడన్) 400 గ్రాములు + ( కార్బెండజిమ్ + మాంకోజెబ్ )  500 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.",2024-03-06T16:50:46.693,2024,3
TELANGANA,WARANGAL RURAL,DAMERA,NA,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,Availability of MTU 1271 paddy seed,Advised to contact RARS Jagityal (Polasa) @ 9989625213 or Hanmakonda @ 9989625223,2024-03-08T17:17:31.167,2024,3
TELANGANA,WARANGAL RURAL,SHAYAMPET,NA,AGRICULTURE,Others,Others,Market Information,Farmer asked query on Mandi details,"MARKET INFORMATION OF COTTON IN WARANGAL
MAXIMUM PRICE -  7290/- Rs/ QUINTAL  
MINIMUM PRICE -  6000/- Rs/ QUINTAL       
MODEL PRICE -  6500/- Rs/ QUINTAL 

MARKET INFORMATION OF COTTON IN KATARAM
MAXIMUM PRICE -  7100/- Rs/ QUINTAL  
MINIMUM PRICE -  6900/- Rs/ QUINTAL       
MODEL PRICE -  6900/- Rs/ QUINTAL ",2024-03-10T08:52:12.033,2024,3
TELANGANA,WARANGAL RURAL,WARDHANNA PET,NA,AGRICULTURE,Cereals,Paddy (Dhan),Training and Exposure Visits,"FARMER ASKED QUERY ABOUT RARS CONTACT DETAILS
","RARS MULUGU ROAD , WARANGAL - 9989625223
DAATT CENTRE WARANGAL- 9989623814",2024-03-11T09:40:05.52,2024,3
