StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
TELANGANA,NALGONDA,NAKREKAL,NA,AGRICULTURE,Others,Others,	Plant Protection	,MULBARY SUCKING PEST MANAGEMENT ,RECOMMENDED TO SPRAY DIMETHOATE 400 ML/ACRE IN 200 LITER OF WATER ,2024-12-01T10:13:10.717,2024,12
TELANGANA,NALGONDA,KATTANGOOR,NA,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),	Plant Protection	,Leaf eating caterpillar in red gram,"RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  (PROCLAIM) 90 GRAMS /200 LITRES OF WATER / ACRE  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి.
",2024-12-01T10:21:47.733,2024,12
TELANGANA,NALGONDA,CHANDUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,QUERY ON WEATHER FOR SPRAYING IN COTTON,"తెలంగాణలోని నల్గొండలోని చందూర్లో ప్రస్తుత వాతావరణం తేలికపాటి వర్షంతో 26 డిగ్రీల సెల్సియస్ గా ఉంది. 35 శాతం వర్షపాతం, 83 శాతం తేమ మరియు గంటకు 16 కిమీ వేగంతో గాలులు వీచే అవకాశం ఉంది.",2024-12-01T15:16:33.707,2024,12
TELANGANA,NALGONDA,DINDI (GUNDLAPALLI),NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,FERTILIZER RECOMMENDATION IN GROUND NUT,"
మొత్తం భాస్వరం, పొటాష్ ఎరువులను విత్తే సమయంలోనే వేసుకోవాలి. ఎకరానికి 100 కిలోల సూపర్ ఫాస్ఫేట్, 33 కిలోల మ్యూరేట్ ఆఫ్ పొటాష్ మరియు 18 కిలోల యూరియాను విత్తే సమయంలో వేసుకోవాలి. విత్తిన 30 రోజుల తర్వాత తొలి పూత దశలో మరో 10-15 కిలోల యూరియాను వేసుకోవాలి. ఎకరానికి 200 కిలోల జిప్సమ్ ను పూత దశ పూర్తియి ఊడలు దిగే సమయంలో మొదళ్ళ దగ్గర వేసి మట్టిని ఎగదోయాలి. విత్తిని 45 రోజుల తర్వాత ఎట్టువంటి అంతర సేద్యం చేయరాదు.

",2024-12-02T09:02:47.917,2024,12
TELANGANA,NALGONDA,PEDDAVURA,NA,AGRICULTURE,Others,Others,Government Schemes,QUERY ON RYTHU RUNA MAFI SCHEME,SUGGESTED TO CONTACT AREA AGRICULTURE OFFICER,2024-12-02T09:12:25.05,2024,12
TELANGANA,NALGONDA,DINDI (GUNDLAPALLI),NA,HORTICULTURE,Vegetables,Cucumber,Nutrient Management,"FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN CUCUMBER
","RECOMMENDED TO SPRAY FANTAC PLUS- 100 ML/ACRE
(IMPROVES FRUIT QUALITY INCREASE CROP YIELD)
ఫాంటలాక్ ప్లస్ 100 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
",2024-12-02T15:58:52.05,2024,12
TELANGANA,NALGONDA,VEMULA PALLY,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,"FARMER ASKED QUERY ON STEMROT MANAGEMENT IN PADDY
","
RECOMMENDED TO SPRAY CARBENDAZIM (BAVISTIN) 200  GRAMS/  200 LITRES OF WATER /ACRE   
కార్బెండజిమ్ (బావిస్టన్)  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి(",2024-12-02T17:31:43.15,2024,12
TELANGANA,NALGONDA,NIDAMANOOR,NA,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Sowing Time and Weather,FARMER ASKED QUERY ON SOWING TIME OF REDGRAM,"అనుకూలమైన సమయం
ఖరీఫ్ : జూన్ 15 నుండి జూలై 15 వరకు (ఆగస్టు 15 వరకు మొక్కల సంఖ్య పెంచి దగర అచ్చులో వేసుకోవచ్చు).

రబీ : 15 సెప్టెంబర్ నుండి 15 అక్టోబర్ వరకు.",2024-12-03T10:43:22.297,2024,12
TELANGANA,NALGONDA,CHANDUR,NA,HORTICULTURE,Fruits,Mosambi,Cultural Practices,MOSAMBI FLOWERING INFORMATION ;-,"పూత కాలము మరియు నియంత్రించుట
మధ్య, పశ్చిమ, దక్షిణ భారతదేశ ప్రాంతాల్లో చినీ, నిమ్మలకు సంవత్సరం పొడువునా పూత పూసే అలవాటుంది. అయినప్పటికీ ఈ ప్రాంతాల్లో ముఖ్యంగా 3 సీజన్లలో పూత ఎక్కువగా పూస్తుంది. జనవరి – ఫిబ్రవరి మాసాల్లో వచ్చే పూతను అంబే బహర్ గాను, జూన్ – జులై మాసాల్లో వచ్చే పూతను మ్రిగ్ బహర్ అని, అలాగే సెప్టెంబర్ – అక్టోబర్ మాసాల్లో వచ్చే పూతను హస్త బహర్ అని అంటారు. ఏ బహర్ పంటను తీసుకోవాలి, మార్కెట్లో ఏ సమయంలో పండ్లకు అధిక రేటు లభిస్తుందో, నీటి సదుపాయం, వాతావరణ పరిస్థితులు, క్రమి కీటకాల వలన కలిగే నష్టం, మొదలగు వానిని దృష్టిలో ఉంచుకొని నిర్ణయించుకోవాలి. ఏ సీజన్ లో పూత కావాలో నిర్ణయించుకొని బహర్ ట్రీట్మెంట్ ఇచ్చి పూత తెప్పించుకొవచ్చును.

బహార్ ట్రీట్ మెంట్
పూత తెప్పించుకోవడానికి వేర్ల కత్తిరింపులు, వేర్లను బయటపడేలా చేయటం, నీటి తడులు మానివేయడం లాంటి ప్రక్రియలను చేపట్టి ఆకులు రాలేంత వరకు పెరుగుదలను ఒకటి లేదా ఒకటిన్నర నెలలు ముందుగా భూమి స్వభావం, వాతావరణ పరిస్థితులని బట్టి నియంత్రింస్తారు. ఈ ప్రక్రియ వలన చెట్టు నిద్రావస్థలోకి వెళ్ళి, ఆ తరువాత అనుకూల పరిస్థితులు కల్పించినప్పుడు మనం ఎన్నుకొన్న సీజన్ లో పిందెలు వస్తాయి. అంతేకాక ఈ బహర్ ట్రీట్మెంట్ ద్వారా చెట్లన్ని ఒకేసారి పుష్పించి నాణ్యమైన పండ్లు ఏర్పడి దిగుబడులు బాగా పెరుగుతాయి.

అంబే బహర్ సీజన్ కొరకు, నవంబర్ మొదటి నుండి ఆఖరు నీటి తడులు క్రమంగా ఆపేయ్యాలి. భూమిని తేలికగా దున్నాలి. ఎప్పుడైతే చెట్టు ఆకులన్ని రాలుపోవుట ప్రారంభించునో (2-4 వారాలు) అప్పుడు చెట్టు మొదలు నుండి 120 సెం.మీ. దూరంలో 10 సెం.మీ. లోపలికి త్రవ్వి సిఫారసు చేసిన ఎరువులను వేసి నీరు పెట్టాలి. (డిసెంబర్-జనవరి) నీరు పెట్టిన నెల రోజుల తరువాత చెట్టు మీద పూతను గమనించవచ్చును. ఈ తోటల్లో సెప్టెంబర్ – అక్టోబర్ మాసాల్లో పండ్లు కోతకు వస్తాయి.

",2024-12-03T11:10:52.957,2024,12
TELANGANA,NALGONDA,THIPPARTHI,NA,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,FARMER ASKED QUERY ON PADDY VARIETIES AVAILABILITY,RECOMMENDED TO CONTACT AGRICULTURE RESEARCH STATION 7337399470,2024-12-03T12:06:45.69,2024,12
