StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
TELANGANA,0   ,0   ,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON ABOUT PADDY PROCURMENT DETAILS,RECOMMENDED TO PLEASE CONTACT YOUR MAO,2024-02-01T15:06:08.463,2024,2
TELANGANA,HYDERABAD,SECUNDERABAD,NA,AGRICULTURE,Others,Others,Training and Exposure Visits,TEST CAL,TEST CAL,2024-02-07T06:02:26.24,2024,2
TELANGANA,HYDERABAD,SECUNDERABAD,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON PM KISAN CREDIT CARD SCHEME INFORMATION
",--దయచేసి మీ బ్యాంక్ మేనేజర్‌ని సంప్రదించండి,2024-02-18T14:21:08.57,2024,2
TELANGANA,HYDERABAD,ASIFNAGAR,NA,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Nutrient Management,nutrient management in bhindi crop ,"--19-19-19 @ 5 గ్రాములు లీటరు నీటికి లలిపి ఎకరాకు పిచికారీ చేయండి.
RECOMMENDED TO SPRAY 13-0-45 1 KG + BORON 600 GRAMS IN 200 LITER WATER PER ACRE
ఎకరానికి 200 లీటర్ల నీటిలో 13-0-45 1 కేజీ + బోరాన్ 600 గ్రాములు కలిపి పిచికారీ చేయండి  ",2024-02-29T11:34:41.667,2024,2
TELANGANA,RANGAREDDY,MANCHAL,NA,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,QUERY ON FERTILIZER APPLICATION IN PADDY,RECOMMENDED TO APPLY 25 KG UREA + 15 KG POTASH PER ACRE,2024-02-01T11:33:40.927,2024,2
TELANGANA,RANGAREDDY,MOINABAD,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI STATUS
","వాతావరణం మేఘావృతమై ఉంది, జల్లులు పడే అవకాశం లేదు
",2024-02-02T18:35:04.657,2024,2
TELANGANA,RANGAREDDY,MADGUL,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Water Management	,PADDY WATER MANAGEMENT,"పొలానికి సాయంత్రము నీరు పెడుతూ,ఉదయము నీరు తీసివేయండి.ఇలా 4 రోజుల వరకు చేసుకోవాలి.తర్వాత ఎరువులను వేసుకోవాలి.",2024-02-04T15:35:20.93,2024,2
TELANGANA,RANGAREDDY,SHABAD,NA,AGRICULTURE,Others,Others,Government Schemes,pm kisan samman nidhi information ;-,You have not completed Ekyc. Please complete the Ekyc process.,2024-02-04T16:34:52.427,2024,2
TELANGANA,RANGAREDDY,SHABAD,NA,AGRICULTURE,Others,Others,Government Schemes,PM KISAN SAMMAN NIDHI SCHEME STATUS ,RECOMMENDED TO UPDATE EKYC PROCESS ,2024-02-04T16:36:05.717,2024,2
TELANGANA,RANGAREDDY,GANDEPALLE,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది.వర్షం పడే అవకాశం లేదు.
",2024-02-05T06:19:33.7,2024,2
TELANGANA,RANGAREDDY,KOTHUR,NA,HORTICULTURE,Vegetables,Tomato,Cultural Practices,QUERY ON SOWING TIME OF TOMATO,WE CAN SOW TOMATO AS SUMMER CROP IN JANUARY - FEBRUARY,2024-02-06T12:16:09.937,2024,2
TELANGANA,RANGAREDDY,SHABAD,NA,AGRICULTURE,Oilseeds,Sunflower (suryamukhi),Sowing Time and Weather,sunflower and sesame  sowing time ;-,"sunflower and sesame  sowing time ;- జనవరి  నుండి ఫెబ్రవరి మొదటి పక్షం.
",2024-02-07T16:23:29.653,2024,2
TELANGANA,RANGAREDDY,SHABAD,NA,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,green gram and black gram sowing time ;-,"వేసవి
ఫెబ్రవరి నుండి మార్చ్ 15 వరకు",2024-02-07T16:24:17.303,2024,2
