StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
TELANGANA,RAJANNA SIRCILLA,KONARAOPET,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,FARMER ASKED QUERY ON DISEASE MANAGEMENT IN PADDY,"RECOMMENDED TO SPRAY KASUGAMYCIN    (KASU-B) 500 ML /200 LITRES OF WATER / ACRE  
 కాసుగమైసిన్  500 మిల్లి లీటర్లు  /200 లీటర్ల నీటికి చొప్పున కలిపి  ఎకరాకు పిచికారి చేయాలి",2023-04-05T09:17:33.397,2023,4
TELANGANA,WARANGAL,HASANPARTHY,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది. వర్షం  పడే అవకాశం లేదు.
",2023-04-05T09:46:46.07,2023,4
TELANGANA,RANGAREDDY,YACHARAM,NA,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,FARMER ASKED QUERY ON RICE SEEDS AVAILABILITY ,RECOMMENDED TO RICE  SEEDS AVAILABILITY RESEARCH STATION RAJENDRANAGAR ,2023-04-05T10:03:20.02,2023,4
TELANGANA,KHAMMAM,KHAMMAM (RURAL),NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather," మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.
TEMPERATURE 37°C°",2023-04-05T11:15:21.633,2023,4
TELANGANA,YADADRI BHUVANAGIRI,BHONGIR,NA,AGRICULTURE,Others,Others,Market Information,Farmer asked price detail of Cotton in Warangal mandi.,"04/04/2023
Mandi  : Warangal
Commodity : Cotton
(Modal Price): 7200/Quintal",2023-04-05T15:20:20.253,2023,4
TELANGANA,MANCHERIAL,JANNARAM,NA,AGRICULTURE,Others,Others,Government Schemes,TRACTOR SCHEME ,--CONTACT TO THE MAO ,2023-04-05T15:23:57.86,2023,4
TELANGANA,VIKARABAD,PUDUR,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"WEATHER REPORT:
THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA BUT NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది కానీ జల్లులు పడే అవకాశం లేదు",2023-04-05T16:04:11.827,2023,4
TELANGANA,WARANGAL RURAL,SANGAM,NA,HORTICULTURE,Vegetables,Tomato,	Plant Protection	,TOMATO LEAF EATING CATERPILLAR  AND FRUIT BORER MANAGEMENT ,RECOMMENDED TO SPRAY CHLORANTRANILIPROLE  60 ML/ACRE  ,2023-04-05T16:04:39.907,2023,4
TELANGANA,NIRMAL,KUBEER,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది,2023-04-04T13:41:42.02,2023,4
TELANGANA,MEDAK,YELDURTHY,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,FARMER ASKED QUERY ON PANICLE MITE MANAGEMENT IN PADDY,"RECOMMENDED TO SPRAY  SPIROMESIFEN  (OBERON) 200 ML/200 LITRES OF WATER /ACRE స్పైరోమైసిఫెన్ 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
",2023-04-04T14:15:17.327,2023,4
TELANGANA,NIRMAL,KUBEER,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. ,2023-04-04T14:20:56.63,2023,4
TELANGANA,JANGAON,JANGAON,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది.జల్లులు పడే అవకాశం లేదు",2023-04-04T17:34:04.24,2023,4
TELANGANA,MAHABUBABAD,MARIPEDA,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు ",2023-04-04T17:40:27.52,2023,4
TELANGANA,PEDDAPALLI,PEDDAPALLI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు ",2023-04-04T18:02:05.75,2023,4
TELANGANA,MAHABUBABAD,MARIPEDA,NA,HORTICULTURE,Vegetables,Chillies,Nutrient Management,NUTRIENT MANAGEMENT IN CHILLI,RECOMMENDED TO SPRAY 13;0;45 POTASSIUM NITRATE  5 GRAMS/1 LITRE OF WATER,2023-04-04T18:06:39.39,2023,4
TELANGANA,PEDDAPALLI,SULTHANABAD,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. ,2023-04-04T18:12:17.65,2023,4
TELANGANA,JOGULAMBA GADWAL,UNDAVELLY,NA,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,Farmer asked query on Market information of Black gram,"ANDHRA PRADESH	KURNOOL	URAD (BLACK GRAM)	price/quintal	modal-7,349	maximum-7,400",2023-04-04T18:15:29.607,2023,4
TELANGANA,MEDAK,PAPANNAPET,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,"FARMER ASKED QUERY ON DISEASE MANAGEMENT IN PADDY
","RECOMMENDED TO SPRAY TRICYCLAZOL  (BHEEM),(SIVIC)120 GM /200 LITRES OF WATER / ACRE  
ట్రైసైక్లోజోల్   120  గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి ",2023-04-04T18:33:35.41,2023,4
TELANGANA,NAGARKURNOOL,ACHAMPET,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు ",2023-04-04T19:47:43.467,2023,4
TELANGANA,WARANGAL RURAL,WARDHANNA PET,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. ,2023-04-04T15:59:42.14,2023,4
TELANGANA,KAMAREDDY,RAMAREDDY,NA,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),	Plant Protection	,Leaf eating caterpillar in green gram,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE (PROCLAIM) 90 GRAMS /200 LITRES OF WATER / ACRE  ,2023-04-04T16:15:27.57,2023,4
TELANGANA,JAYASHANKAR BHUPALAPALLY,MULUG,NA,AGRICULTURE,Others,Others,Market Information,Farmer asked price detail of Maize in Warangal mandi.,"03/04/2023
Mandi  : Warangal
Commodity : Maize
(Modal Price): 2000/Quintal",2023-04-04T16:22:23.297,2023,4
TELANGANA,WARANGAL,WARANGAL,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది,2023-04-04T17:05:34.403,2023,4
TELANGANA,SANGAREDDY,ZAHIRABAD,NA,HORTICULTURE,Condiments and Spices,Coriander,Cultural Practices,coriander sowing time ;-,కొత్తిమీర  ఆకుకోసం సంవత్సరం పొడవునా వేసుకోవాలి    ,2023-04-04T17:11:30.087,2023,4
TELANGANA,SANGAREDDY,ZAHIRABAD,NA,HORTICULTURE,Condiments and Spices,Coriander,Cultural Practices,CORIANDER SOWING TIME;-,కొత్తిమీర ఆకుకోసం సంవత్సరం పొడవునా వేసుకోవచ్చు.,2023-04-05T11:57:18.357,2023,4
TELANGANA,WARANGAL RURAL,PARVATHAGIRI,NA,AGRICULTURE,Others,Others,Market Information,Farmer asked price detail of Cotton in Kesamudram mandi.,"04/04/2023
Mandi  : Kesamudram
Commodity : Cotton
(Modal Price): 7559/Quintal",2023-04-05T12:29:19.89,2023,4
TELANGANA,SURYAPET,CHILKUR,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Sulphide injury in paddy,RECOMMENDED TO SPRAY PROPICONAZOLE (TILT) 200 ML/200 LITERS OF WATER/ACRE,2023-04-04T20:07:37.38,2023,4
TELANGANA,JAYASHANKAR BHUPALAPALLY,WAZEED,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది,2023-04-04T20:26:13.46,2023,4
TELANGANA,JAYASHANKAR BHUPALAPALLY,REGONDA,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది,2023-04-04T20:46:53.593,2023,4
TELANGANA,JANGAON,GHANPUR(STATION),NA,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,"FARMER ASKED QUERY ON SOWING TIME OF BHENDI, CUCUMBER AND RIDGE GOURD ","RECOMMENDED TO SOWING TIME OF BHENDI, CUCUMBER AND RIDGE GOURD JUNE TO JULY",2023-04-04T21:23:12.887,2023,4
TELANGANA,JAGTIAL,PEGADAPALLI,NA,HORTICULTURE,Plantation Crops,Oil palm,	Plant Protection	, OILPALM Rhinoceros beetle management  ;-,Rhinoceros beetle: Trap the adults with fermented castor cake or pheromone bait. Use Bio agents like virus (Baculovirus oryctes) and Fungi (Metarrihizium anisopliae). Treat the compost pit with Carbaryl or Quinalphos @ 0.025 % to kill the young stages of pest.,2023-04-05T07:17:56.74,2023,4
TELANGANA,JAGTIAL,PEGADAPALLI,NA,HORTICULTURE,Fruits,Mango,	Plant Protection	,mango hopper and sooty mould management ;-,RECOMMENDED TO SPRAY ACEPHATE  300 GRAMS +CARBENDAZIM +MANCOZEB 400GM  / 200 LITRES OF WATER / ACRE ,2023-04-05T07:20:07.063,2023,4
TELANGANA,KAMAREDDY,KAMAREDDY,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,FARMER  ASKED QUERY ON MANAGEMENT OF STEM BORER IN RICE,"RECOMMENDED TO SPRAY CARTAP HYDROCHLORIDE (CALDAN) )(PADAN)400 GRAMS/ 200 LITRES OF WATER / ACRE 
కార్టాప్ హైడ్రోక్లోరైడ్ 400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.   ",2023-04-05T08:41:16.77,2023,4
TELANGANA,PEDDAPALLI,ELIGAID,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,MITES MANAGEMENT IN PADDY CROP ,"RECOMMENDED TO SPRAY DICOFOL (CELTHANE) 1 LITRE  /200 LITRES OF WATER /ACRE  
 డైకోపాల్ 1 లీటర్ / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
RECOMMENDED TO SPRAY  ETHION  (PHOSMIT) 300 ML /200 LITRES OF WATER /ACRE  
ఇథియాన్ 300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
RECOMMENDED TO SPRAY  PROPARGITE   (OMITE/SIMBA) 200 ML /200 LITRES OF WATER / ACRE  
ప్రాపర్గైట్  200  మిల్లి లీటర్లు  /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి",2023-04-05T18:10:59.983,2023,4
TELANGANA,JAYASHANKAR BHUPALAPALLY,CHITYAL,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,మీ ప్రాంతం లో వాతవర్ణం మబ్బులుగా ఉంటుంది జల్లులు పడే అవకాశం ఉంది   ,2023-04-05T18:53:54.8,2023,4
TELANGANA,MAHABOOBNAGAR,RAJAPUR,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,NO RAIN YOUR AREA CLOUDY WEATHER OCCUR ,2023-04-05T18:55:22.07,2023,4
TELANGANA,YADADRI BHUVANAGIRI,MOTHKUR,NA,HORTICULTURE,Vegetables,Tomato,Cultural Practices,Weed management in tomato,"RECOMMENDED TO SPRAY METRIBUZIN (SENCOR) 200-250 GRAMS/ 200 LITRES OF WATER /ACRE 
",2023-04-05T19:06:00.817,2023,4
TELANGANA,KAMAREDDY,BANSWADA,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది,2023-04-05T19:20:53.673,2023,4
TELANGANA,MAHABUBABAD,MAHBUBABAD,NA,AGRICULTURE,Cereals,Paddy (Dhan),Weather,Farmer asked query on Weather,"CLOUDY WEATHER, CHANCE OF SHOWERS IN YOUR AREA 
వాతావరణం మబ్బులుగా ఉంటుంది , జల్లులు పడే అవకాశం కలదు ",2023-04-05T20:20:34.407,2023,4
TELANGANA,MAHABUBABAD,KURAVI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం పడే అవకాశం,2023-04-05T20:53:17.4,2023,4
TELANGANA,SIDDIPET,MIRDODDI,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,STEM BORER MANAGEMENT IN PADDY ,RECOMMENDED TO SPRAY CARTAP HYDROCHLORIDE (CALDAN) )(PADAN)400 GRAMS/ 200 LITRES OF WATER / ACRE ,2023-04-05T20:57:00.233,2023,4
TELANGANA,MAHABUBABAD,MAHBUBABAD,NA,HORTICULTURE,Vegetables,Chillies,Weather,Farmer asked query on Weather,"
CLOUDY WEATHER,CHANCE OF SHOWERS IN YOUR AREA 
 మీ ప్రాంతములో వాతావరణం మొబ్బులతో ఉంటుంది, జల్లులు పడే అవకాశం ఉంది
",2023-04-06T11:01:28.76,2023,4
