StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
ANDHRA PRADESH,KRISHNA,MUSUNURU,NA,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,BLACK GRAM SEED VARIETY,BLACK GRAM SEED VARIETY TBG 104,2021-03-14T16:17:27.223,2021,3
ANDHRA PRADESH,NELLORE,KOVUR,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,FALSE SMUT MANAGEMENT OF PADDY,"RECOMMENDED TO SPRAY PROPICONAZOLE  (TILT)  200 ML / 200 LITRES OF WATER 
ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",2021-03-14T16:27:08.487,2021,3
ANDHRA PRADESH,WEST GODAVARI,NALLAJERLA,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Nutrient Management,nutrient management in ground nut ?,-Calcium Nitrate (N 15.5 + Ca 18.8) 1kg per /1 acre (200 liter of water).,2021-03-14T16:32:27.61,2021,3
ANDHRA PRADESH,VISAKHAPATNAM,PADMANABHAM,NA,HORTICULTURE,Fruits,Mango,	Plant Protection	,MANGO HOPPERS MANAGEMENT ??,RECOMMENDED TO SPRAY THIAMETHOXAM (ACTARA/CRULSER) 40 GRAMS /200 LITRES OF WATER / ACRE   థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి ,2021-03-14T16:50:12.01,2021,3
ANDHRA PRADESH,NELLORE,DORAVARISATRAM,NA,HORTICULTURE,Vegetables,Brinjal,Cultural Practices,farmer asked about yield of brinjal crop ?,వంగలోదిగుబడి ; ఎకరాకు 12-14 టన్నులు.,2021-03-14T16:58:21.563,2021,3
ANDHRA PRADESH,CHITTOOR,THAVANAMPALLE,NA,HORTICULTURE,Fruits,Guava,	Plant Protection	,MITE MANAGEMENT IN GUAVA," ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
",2021-03-14T09:48:34.567,2021,3
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,NA,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,BLACK GRAM NUTRIENT MANAGEMENT ??," RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 @ 5 GRAMS/1 LITER OF WATER/ ACRE 
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి 
",2021-03-14T10:09:04.89,2021,3
ANDHRA PRADESH,NELLORE,SULLURPETA,NA,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,Midge flies management in chillies?,RECOMMENDED TO SPRAY THIACLOPRID + FLUBENDAMIDE(BELT EXPERT) 80ML/200 LITER OF WATER/ ACRE,2021-03-14T10:44:20.12,2021,3
ANDHRA PRADESH,KRISHNA,MUDINEPALLE,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,NECK BLAST MANAGEMENT IN PADDY,"RECOMMENDED TO SPRAY TRICYCLAZOL  (BEAM)_ 120 GM /200 LITRES OF WATER / ACRE  
ట్రైసైక్లోజోల్   120  గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",2021-03-11T18:38:52.053,2021,3
ANDHRA PRADESH,KRISHNA,MUDINEPALLE,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,SHEATH ROT CONTROL IN PADDY,"RECOMMENDED TO SPRAY CARBENDAZIM   (BAVISTIN) 200  GRAMS/  200 LITRES OF WATER /ACRE   
కార్బెండజిం  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",2021-03-11T18:40:06.43,2021,3
ANDHRA PRADESH,CHITTOOR,PENUMURU,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"THERE IS A CHANCE  OF CLOUDY WEATHER , BUT NO CHANCE OF RAINFALL  IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,వర్షం పడే అవకాశం లేదు ",2021-03-11T21:24:31.273,2021,3
ANDHRA PRADESH,Y S R ,PENDLIMARRI,NA,HORTICULTURE,Vegetables,Cowpea (Vegetable),	Plant Protection	,SUCKING PEST CONTROL IN COWPEA,RECOMMENDED TO SPRAY IMIDACLOPRID (CONFIDOR) 60 ML / 200 LITRES OF WATER/ACRE WITH NEEM OIL 1 LIT/ACRE      ,2021-03-12T08:47:08.24,2021,3
ANDHRA PRADESH,Y S R ,PENDLIMARRI,NA,HORTICULTURE,Vegetables,Cowpea (Vegetable),	Plant Protection	,CATER PILLAR MANAGEMENT IN COW PEA," RECOMMENDED TO SPRAY  CHLORPYRIFOS  (CORABON/PREDATOR) 500 ML/200 LITRES OF WATER / ACRE
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి ",2021-03-12T08:48:52.34,2021,3
