StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
ANDHRA PRADESH,CHITTOOR,0   ,NA,AGRICULTURE,Millets,7530,5,asked about fingermillet varieties,"sapthagiri,godavari,chmpavathi",2012-12-04T13:47:00,2012,12
ANDHRA PRADESH,KRISHNA,0   ,NA,AGRICULTURE,Cereals,1137,3,asked about control of stem borer in rice,spraying of cartaphydrocloride 2 grm/lit water,2012-12-04T13:47:00,2012,12
ANDHRA PRADESH,ANANTPUR,0   ,NA,AGRICULTURE,Others,Others,29,asked about agril.officer contact details,given information as per data,2012-12-04T13:47:00,2012,12
ANDHRA PRADESH,PRAKASAM,DORNALA,NA,HORTICULTURE,Vegetables,1280,76,asked about control of sucking pest in chillies,suggested to spray acephate@1.5gm per liter water,2012-12-04T14:45:00,2012,12
ANDHRA PRADESH,WEST GODAVARI,0   ,NA,AGRICULTURE,Pulses,Black Gram (urd bean),0,asked about market rate,given information,2012-12-04T15:02:00,2012,12
ANDHRA PRADESH,ANANTPUR,0   ,NA,HORTICULTURE,Vegetables,Radish,Cultural Practices,cultural practices,18004250080,2012-12-04T15:14:00,2012,12
ANDHRA PRADESH,KURNOOL,0   ,NA,HORTICULTURE,Vegetables,1280,102,glyophosate with urea,hort toll free number,2012-12-04T15:22:00,2012,12
ANDHRA PRADESH,KRISHNA,0   ,NA,AGRICULTURE,Others,Others,0,asked about market information,given information,2012-12-21T19:19:00,2012,12
ANDHRA PRADESH,CHITTOOR,IRALA,NA,HORTICULTURE,Vegetables,2108,76,dipapu pest,fipronil 2ml,2012-12-21T19:27:00,2012,12
ANDHRA PRADESH,GUNTUR,BAPATLA,NA,HORTICULTURE,Vegetables,1280,0,chilli midge pest,trizophos 250ml/ac after  1 wk spray cloripyriphos 500ml /ac,2012-12-21T20:03:00,2012,12
ANDHRA PRADESH,CHITTOOR,0   ,NA,HORTICULTURE,Vegetables,Dolichos Bean,0,asked about mineral nutrients,recomended micromax,2012-12-21T20:38:00,2012,12
ANDHRA PRADESH,KRISHNA,GUDLAVALLERU,NA,AGRICULTURE,Pulses,Black Gram (urd bean),21,herbicide in black gram,spraying of quizalo-pop-ethyl @ 2 ml/lt,2012-12-22T06:23:00,2012,12
ANDHRA PRADESH,CHITTOOR,CHOWDEPALLE,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),3,leaf folder in g.nut,spraying of chloripyriphos@ 2.5 ml/lt,2012-12-22T06:23:00,2012,12
ANDHRA PRADESH,Y S R ,PRODDATUR,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),3,leaf folder in g.nut,spraying of chloripyriphos@ 2.5 ml/lt,2012-12-22T06:23:00,2012,12
ANDHRA PRADESH,EAST GODAVARI,DEVIPATNAM,NA,AGRICULTURE,Pulses,Black Gram (urd bean),3,maruka pest in black gram,spraying of chloripyriphos@ 2.5 ml/lt,2012-12-22T06:23:00,2012,12
ANDHRA PRADESH,KURNOOL,0   ,NA,AGRICULTURE,Cereals,1137,Fertilizer Use and Availability,crops dry,carbofuran granules,2012-12-19T14:26:00,2012,12
ANDHRA PRADESH,PRAKASAM,0   ,NA,HORTICULTURE,Vegetables,2108,74,sowing season,throut year,2012-12-19T14:31:00,2012,12
ANDHRA PRADESH,PRAKASAM,DARSI,NA,HORTICULTURE,Vegetables,1280,76,white fly,imidachloprid .25ml,2012-12-19T14:33:00,2012,12
ANDHRA PRADESH,KURNOOL,ASPARI,NA,HORTICULTURE,Vegetables,1280,76,Asked about control of podery mildew in chillies,Suggested to spray Mancozeb@3gm per liter water,2012-12-19T14:33:00,2012,12
ANDHRA PRADESH,PRAKASAM,KONAKANAMITTLA,NA,AGRICULTURE,Pulses,7557,3,helicoveropa,quinolphos 2ml,2012-12-19T14:53:00,2012,12
ANDHRA PRADESH,KRISHNA,0   ,NA,HORTICULTURE,Vegetables,Beans ,76,aphids,dimithiate 2ml,2012-12-19T15:33:00,2012,12
ANDHRA PRADESH,NELLORE,SULLURPETA,NA,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),5,asked about greengram varieties,"greengram varieties-LGG407,LGG-450,LGG 460,WGG-37,MGG-347",2012-12-19T16:09:00,2012,12
ANDHRA PRADESH,SRIKAKULAM,0   ,NA,AGRICULTURE,Cereals,1137,6,asked about market cost of paddy,information is given as per data,2012-12-19T16:37:00,2012,12
ANDHRA PRADESH,NELLORE,0   ,NA,AGRICULTURE,Cereals,1137,2,control of rice blast,spraying of tricyclozole 0.6 ml/lit water,2012-12-19T16:37:00,2012,12
ANDHRA PRADESH,WEST GODAVARI,0   ,NA,AGRICULTURE,Others,Others,29,asked about contact numbers of drr,information is given as per data,2012-12-19T16:37:00,2012,12
ANDHRA PRADESH,GUNTUR,BAPATLA,NA,AGRICULTURE,Pulses,7557,	Water Management	,water managment,flowering pod stages,2012-12-19T16:47:00,2012,12
ANDHRA PRADESH,GUNTUR,0   ,NA,HORTICULTURE,Vegetables,1280,76,thrips mites,phegasis,2012-12-19T16:56:00,2012,12
ANDHRA PRADESH,NELLORE,BOGOLE,NA,HORTICULTURE,Vegetables,Watermelon,76,asked about control of sucking pest in watermelon,Suggested to spray dimethioate@2ml per liter water,2012-12-19T17:21:00,2012,12
ANDHRA PRADESH,WEST GODAVARI,0   ,NA,HORTICULTURE,Fruits,1268,76,asked about fertilizer management in mango,fertilizer management in mango-suggested to apply 100gmnitrozen+100gm phosphorus+100gm potash per plant,2012-12-19T17:21:00,2012,12
ANDHRA PRADESH,ANANTPUR,0   ,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),3,control of sucking pest in green gram,spraying of dimethioate 2ml/lit water,2012-12-19T17:27:00,2012,12
ANDHRA PRADESH,NELLORE,0   ,NA,AGRICULTURE,Cereals,1137,Fertilizer Use and Availability,fertlizer,given,2012-12-19T18:13:00,2012,12
ANDHRA PRADESH,ANANTPUR,0   ,NA,AGRICULTURE,Pulses,7557,6,market rate,given,2012-12-19T18:17:00,2012,12
ANDHRA PRADESH,ANANTPUR,URAVAKONDA,NA,AGRICULTURE,Others,Others,29,bores,contact AO,2012-12-19T18:34:00,2012,12
ANDHRA PRADESH,KURNOOL,0   ,NA,HORTICULTURE,Vegetables,1280,0,asked about flower sucking pest,recommended quinolphos 1ml/lit,2012-12-19T19:16:00,2012,12
ANDHRA PRADESH,GUNTUR,0   ,NA,AGRICULTURE,Cereals,1075,3,stem borer,carbofuran granules,2012-12-19T19:34:00,2012,12
